date,supply_id,total_possible_utilization,supply_category_id,del_imps,edges,avg_perf,num_dem_cats,frac_util
19,3853542,2225,1,1435,12,0.83,2,0.6449
19,3853543,476,1,193,8,0.91,1,0.4055
19,3853544,714,1,118,7,0.6,1,0.1653
19,3853545,1000,1,504,8,0.91,2,0.504
19,3853547,194,1,26,3,1,1,0.134
19,3853548,295,1,9,2,1,1,0.0305
19,3853550,2,1,0,0,0,0,0
19,3853552,578,1,331,6,0.58,1,0.5727
19,3853554,1118752,NA,0,0,0,0,0
19,3853555,415022,NA,0,0,0,0,0
19,3853556,932102,NA,0,0,0,0,0
19,3853557,53895,NA,0,0,0,0,0
19,3853565,143554,4,10,7,1,5,1e-04
19,3853569,779,3,105,9,0.89,3,0.1348
19,3853571,44871,3,4211,130,0.74,16,0.0938
19,3853572,3,4,0,0,0,0,0
19,3853574,854383,3,703388,138,0.1,16,0.8233
19,3853575,173499,1,152840,146,0.37,20,0.8809
19,3853576,21747,NA,0,0,0,0,0
19,3853589,641486,3,285002,215,0.71,27,0.4443
19,3853596,10997,1,151,10,0.77,4,0.0137
19,3853597,116874,1,6754,100,0.69,17,0.0578
19,3853622,55,1,0,0,0,0,0
19,3853626,16527,2,1286,34,0.38,15,0.0778
19,3853627,6097,2,738,26,0.38,12,0.121
19,3853628,8222,2,974,33,0.42,15,0.1185
19,3853629,4184,2,612,30,0.46,14,0.1463
19,3853630,3943,2,510,27,0.45,15,0.1293
19,3853631,3088,2,339,27,0.42,13,0.1098
19,3853632,4589,1,671,30,0.41,14,0.1462
19,3853633,4010,2,528,29,0.37,12,0.1317
19,3853634,1354,2,95,18,0.44,11,0.0702
19,3853635,2303,2,263,23,0.34,13,0.1142
19,3853636,3217,2,519,29,0.39,15,0.1613
19,3853637,13676,2,3785,71,0.55,17,0.2768
19,3853638,3128,1,441,25,0.48,13,0.141
19,3853639,686,2,86,18,0.47,12,0.1254
19,3853653,90554,3,49288,15,0.4,2,0.5443
19,3853654,280311,3,46448,3,0.51,1,0.1657
19,3853655,14956,3,3602,7,0.5,1,0.2408
19,3853656,441,NA,0,0,0,0,0
19,3853657,1401,3,0,0,0,0,0
19,3853659,2154,NA,0,0,0,0,0
19,3853660,6976,3,0,0,0,0,0
19,3853661,132,3,0,0,0,0,0
19,3853663,36037,3,0,0,0,0,0
19,3853664,5647,3,0,0,0,0,0
19,3853665,26040,3,4,1,0.75,1,2e-04
19,3853668,63457,3,8,1,0.62,1,1e-04
19,3853671,195,NA,0,0,0,0,0
19,3853672,521,NA,0,0,0,0,0
19,3853674,821,NA,0,0,0,0,0
19,3853675,1484,3,0,0,0,0,0
19,3853677,1,3,1,1,1,1,1
19,3853680,1109,3,851,6,0.24,1,0.7674
19,3853681,459,3,0,0,0,0,0
19,3853682,514,3,199,8,0.47,1,0.3872
19,3853683,17560,3,14833,15,0.57,2,0.8447
19,3853684,15279,3,12694,6,0.49,1,0.8308
19,3853685,1253,2,380,18,0.89,5,0.3033
19,3853689,223,2,223,6,0.98,1,1
19,3853708,27,1,0,0,0,0,0
19,3853711,1007,1,0,0,0,0,0
19,3853713,16,1,7,4,0.57,2,0.4375
19,3853714,53,1,0,0,0,0,0
19,3853715,958,1,0,0,0,0,0
19,3853716,21740,2,10,3,1,2,5e-04
19,3853717,232,1,20,11,0.4,8,0.0862
19,3853731,269,1,13,4,0.08,4,0.0483
19,3853734,28,3,5,4,0.8,3,0.1786
19,3853740,609211,3,280670,193,0.67,20,0.4607
19,3853741,843595,3,275624,182,0.68,24,0.3267
19,3853747,70961,1,52753,16,0.97,2,0.7434
19,3853748,198,1,130,12,0.98,2,0.6566
19,3853749,158025,1,111505,16,0.93,2,0.7056
19,3853752,1310062,3,2495,21,0.27,11,0.0019
19,3853777,94627,1,15316,68,0.59,24,0.1619
19,3853778,1431,1,135,42,0.42,13,0.0943
19,3853779,25,1,10,2,1,1,0.4
19,3853794,5472,1,4827,56,0.82,18,0.8821
19,3853795,1310,1,385,22,0.45,13,0.2939
19,3853796,3906,1,0,0,0,0,0
19,3853797,902,1,144,37,0.56,19,0.1596
19,3853798,87,1,39,26,0.64,10,0.4483
19,3853799,405,1,112,13,0.41,5,0.2765
19,3853800,2474,1,2083,16,0.9,4,0.842
19,3853801,463,1,339,10,0.51,2,0.7322
19,3853802,19,1,10,5,0.6,2,0.5263
19,3853804,13950,2,1207,10,0.33,6,0.0865
19,3853808,109,3,28,7,0,4,0.2569
19,3853809,425,3,66,9,0,5,0.1553
19,3853811,46386,1,17650,130,0.48,30,0.3805
19,3853812,435,1,74,19,0.58,8,0.1701
19,3853817,3962771,4,118,25,0.64,10,0
19,3853821,2151,1,57,9,0.82,8,0.0265
19,3853850,1288,1,334,11,0.51,7,0.2593
19,3853856,4831,2,1795,16,0.41,7,0.3716
19,3853858,16,2,9,2,0.44,2,0.5625
19,3853859,88,1,50,3,0.38,2,0.5682
19,3853863,3,4,3,2,0.33,1,1
19,3853868,1,1,0,0,0,0,0
19,3853869,41,1,18,7,0.83,4,0.439
19,3853880,26946,2,5,2,1,1,2e-04
19,3853884,1497067,1,252464,84,0.51,14,0.1686
19,3853885,269529,3,91065,144,0.61,21,0.3379
19,3853887,610,3,0,0,0,0,0
19,3853902,100607,3,57365,233,0.83,27,0.5702
19,3853903,1,3,0,0,0,0,0
19,3853913,14040,3,8318,77,0.71,22,0.5925
19,3853915,6,3,4,2,0.5,2,0.6667
19,3853917,23,3,16,7,0.44,3,0.6957
19,3853928,1473312,3,214284,118,0.58,26,0.1454
19,3853929,2352209,3,286415,154,0.66,29,0.1218
19,3853931,93681,2,53586,27,0.3,11,0.572
19,3853932,1429207,2,133568,21,0.33,7,0.0935
19,3853942,40,NA,0,0,0,0,0
19,3853945,1375,3,281,8,0.76,6,0.2044
19,3853947,2618,2,1739,14,0.33,2,0.6642
19,3853949,36301,3,6716,6,0.75,4,0.185
19,3853953,105,3,52,11,0.58,5,0.4952
19,3853954,29464,3,19809,166,0.83,17,0.6723
19,3853955,135,3,50,16,0.72,7,0.3704
19,3853986,597,2,0,0,0,0,0
19,3853987,2607,1,495,17,0.75,7,0.1899
19,3853988,3019,1,3,2,0.33,2,0.001
19,3853994,1280,1,70,24,0.7,7,0.0547
19,3854010,11205,1,1409,16,0.58,1,0.1257
19,3854014,104644,1,14921,16,0.78,7,0.1426
19,3854015,444776,1,159140,326,0.83,44,0.3578
19,3854017,5467,1,164,5,0.8,4,0.03
19,3854018,113318,1,45945,32,0.91,11,0.4055
19,3854019,1777,1,12,4,0,2,0.0068
19,3854020,29299,1,6360,36,0.6,6,0.2171
19,3854021,4057,1,930,16,0.79,11,0.2292
19,3854023,3914,1,0,0,0,0,0
19,3854024,5124,1,231,9,0.9,7,0.0451
19,3854028,8857,3,989,15,0.63,6,0.1117
19,3854035,37580,3,9855,132,0.58,19,0.2622
19,3854037,6,3,4,1,0.25,1,0.6667
19,3854038,25519,3,6462,76,0.6,17,0.2532
19,3854046,7770,1,125,5,0.97,2,0.0161
19,3854047,2264,2,249,4,0.99,2,0.11
19,3854048,10724,2,5092,65,0.91,6,0.4748
19,3854051,88154,1,7264,65,0.71,17,0.0824
19,3854077,60292,2,3,1,1,1,0
19,3854079,25351,3,16427,146,0.67,8,0.648
19,3854090,99704,3,16550,4,0.76,3,0.166
19,3854092,1062,2,832,6,0.46,3,0.7834
19,3854093,3693,2,2632,52,0.5,8,0.7127
19,3854097,2466,1,249,22,0.4,14,0.101
19,3854099,3823,2,406,28,0.45,16,0.1062
19,3854101,3699,2,510,22,0.45,13,0.1379
19,3854102,35974,2,3035,40,0.41,16,0.0844
19,3854103,187014,1,113288,18,0.95,12,0.6058
19,3854110,5865,1,253,14,0.38,13,0.0431
19,3854111,3326,2,398,19,0.41,13,0.1197
19,3854112,2254,2,216,16,0.44,10,0.0958
19,3854113,4002,2,831,28,0.46,15,0.2076
19,3854114,3405,1,334,15,0.45,11,0.0981
19,3854115,35155,1,3145,26,0.43,16,0.0895
19,3854116,551,1,470,30,0.86,8,0.853
19,3854117,2061,1,1237,44,0.93,7,0.6002
19,3854120,189603,1,76092,258,0.7,39,0.4013
19,3854122,74032,3,25418,226,0.7,32,0.3433
19,3854125,33625,1,756,22,0.38,6,0.0225
19,3854126,5133,1,231,6,0.47,4,0.045
19,3854127,39297,1,1724,29,0.39,7,0.0439
19,3854128,21783,1,743,20,0.44,6,0.0341
19,3854129,8436,1,490,8,0.61,6,0.0581
19,3854130,1991,1,95,2,0.55,2,0.0477
19,3854131,1104145,4,2,2,1,2,0
19,3854133,13901,2,5977,32,0.1,14,0.43
19,3854134,22,4,8,2,0.62,1,0.3636
19,3854136,17,3,12,1,0.42,1,0.7059
19,3854137,26032,3,932,59,0.56,9,0.0358
19,3854139,15667,3,572,53,0.52,16,0.0365
19,3854140,3,3,3,1,0.67,1,1
19,3854141,16277,3,1351,66,0.56,17,0.083
19,3854144,25,3,14,5,0.71,1,0.56
19,3854145,9,3,8,2,0.62,1,0.8889
19,3854146,21860,3,825,49,0.64,13,0.0377
19,3854148,13219,3,684,59,0.5,16,0.0517
19,3854150,98,3,76,7,0.84,1,0.7755
19,3854151,65,3,32,4,0.75,1,0.4923
19,3854152,5,3,5,2,0.8,1,1
19,3854153,57433,3,14789,96,0.56,16,0.2575
19,3854155,17885,3,860,58,0.65,15,0.0481
19,3854156,23414,3,729,48,0.54,11,0.0311
19,3854157,3,3,2,1,0.5,1,0.6667
19,3854159,137157,3,8219,125,0.58,18,0.0599
19,3854164,27,3,14,6,0.43,1,0.5185
19,3854168,25907,3,745,47,0.59,10,0.0288
19,3854172,14,3,7,1,0.43,1,0.5
19,3854176,45851,3,12745,112,0.64,21,0.278
19,3854181,14976,3,780,55,0.57,16,0.0521
19,3854183,14,3,14,6,0.71,1,1
19,3854185,51292,3,16930,116,0.54,23,0.3301
19,3854187,34,3,20,3,0.6,1,0.5882
19,3854192,163,3,120,7,0.6,1,0.7362
19,3854194,15894,3,777,70,0.58,17,0.0489
19,3854197,13,3,10,4,0.6,1,0.7692
19,3854199,47306,3,13435,110,0.56,24,0.284
19,3854200,25193,3,1343,55,0.55,11,0.0533
19,3854202,11,3,11,2,0.64,1,1
19,3854204,28465,3,754,52,0.52,16,0.0265
19,3854206,9,3,5,3,1,1,0.5556
19,3854216,55,3,45,2,0.69,1,0.8182
19,3854217,11863,3,709,55,0.7,12,0.0598
19,3854218,28,3,8,3,0.5,1,0.2857
19,3854219,15258,3,1048,53,0.7,15,0.0687
19,3854227,12987,3,0,0,0,0,0
19,3854228,1607,3,0,0,0,0,0
19,3854231,11569,1,1889,35,0.89,14,0.1633
19,3854251,544159,3,288560,211,0.75,22,0.5303
19,3854252,578434,3,285973,193,0.73,22,0.4944
19,3854253,1048538,3,124037,189,0.6,25,0.1183
19,3854254,645658,3,214894,192,0.77,20,0.3328
19,3854255,528709,3,286693,198,0.76,21,0.5423
19,3854256,559064,3,318567,190,0.7,28,0.5698
19,3854269,149,3,32,5,0.94,1,0.2148
19,3854274,1642,3,810,38,0.4,14,0.4933
19,3854275,87648,3,12732,95,0.83,12,0.1453
19,3854280,1003,3,494,36,0.64,12,0.4925
19,3854284,43506,3,15764,13,0.77,5,0.3623
19,3854285,295635,3,211,10,0.59,9,7e-04
19,3854287,106624,1,8497,115,0.68,25,0.0797
19,3854289,2387,4,0,0,0,0,0
19,3854296,44695,1,16700,80,0.89,17,0.3736
19,3854297,548074,1,231591,62,0.76,16,0.4226
19,3854298,9,1,2,1,0.5,1,0.2222
19,3854300,24454,4,42,3,0.83,3,0.0017
19,3854301,33228,4,13,3,0.69,2,4e-04
19,3854302,15783,4,0,0,0,0,0
19,3854303,1524,4,0,0,0,0,0
19,3854308,3680,1,52,13,0.96,4,0.0141
19,3854310,93559,1,28710,181,0.37,31,0.3069
19,3854311,39003,1,29558,175,0.66,24,0.7578
19,3854312,5903,1,4656,121,0.49,21,0.7888
19,3854313,11421,1,9525,71,0.64,14,0.834
19,3854314,29443,1,24232,162,0.64,26,0.823
19,3854315,32830,1,12164,136,0.59,34,0.3705
19,3854316,3394,2,2027,76,0.38,17,0.5972
19,3854317,2364,2,1296,69,0.39,18,0.5482
19,3854319,2,1,0,0,0,0,0
19,3854326,1249,1,983,15,0.66,5,0.787
19,3854327,572,1,375,3,0.56,1,0.6556
19,3854328,133378,4,398,3,0.65,2,0.003
19,3854329,67340,4,13,1,0.92,1,2e-04
19,3854330,1735,4,2,1,1,1,0.0012
19,3854331,20191,4,1,1,1,1,0
19,3854332,48922,4,7893,3,0.55,3,0.1613
19,3854333,937386,3,72380,279,0.62,22,0.0772
19,3854336,3288,1,2170,33,0.92,5,0.66
19,3854337,3243,1,2168,33,0.91,5,0.6685
19,3854339,3197,1,2121,27,0.91,5,0.6634
19,3854349,551138,4,31298,10,0.6,7,0.0568
19,3854350,1458872,4,220,5,0.84,4,2e-04
19,3854351,5243,4,0,0,0,0,0
19,3854352,248191,4,2874,14,0.72,10,0.0116
19,3854369,32967,3,26804,3,0.69,1,0.8131
19,3854371,4,3,0,0,0,0,0
19,3854372,244042,3,5169,68,0.39,16,0.0212
19,3854374,31728,3,6026,101,0.49,21,0.1899
19,3854377,41563,2,10275,6,0.43,4,0.2472
19,3854378,16,3,0,0,0,0,0
19,3854379,2,NA,0,0,0,0,0
19,3854389,437,1,385,4,0.88,1,0.881
19,3854390,97,1,0,0,0,0,0
19,3854394,2463,1,430,19,0.51,13,0.1746
19,3854398,32,3,1,1,1,1,0.0312
19,3854399,3965,3,2965,138,0.62,20,0.7478
19,3854400,3011,3,2020,94,0.53,17,0.6709
19,3854401,516,3,219,52,0,13,0.4244
19,3854404,2611,3,1941,114,0.58,17,0.7434
19,3854405,30,3,22,18,0.64,5,0.7333
19,3854407,5577,1,2410,27,0.81,8,0.4321
19,3854408,3,2,0,0,0,0,0
19,3854409,1303,1,661,6,0.65,1,0.5073
19,3854410,84548,1,38,9,0.68,6,4e-04
19,3854412,3864,2,0,0,0,0,0
19,3854415,221748,3,8636,6,0.6,6,0.0389
19,3854422,73,1,32,7,0.34,1,0.4384
19,3854425,104255,2,32223,1,0.25,1,0.3091
19,3854438,3207,3,3018,5,0.89,1,0.9411
19,3854441,43380,1,17083,245,0.76,40,0.3938
19,3854442,18605,1,9374,96,0.56,21,0.5038
19,3854443,106005,1,51610,113,0.46,23,0.4869
19,3854444,26232,1,13205,87,0.5,20,0.5034
19,3854446,5,4,2,1,1,1,0.4
19,3854453,1004,2,513,4,0.71,3,0.511
19,3854463,17021,1,8751,25,0.61,7,0.5141
19,3854475,319278,4,23,11,0.91,6,1e-04
19,3854476,3229,1,985,67,0.12,10,0.305
19,3854496,1,3,0,0,0,0,0
19,3854498,15,1,3,3,0.67,1,0.2
19,3854500,5,NA,0,0,0,0,0
19,3854501,5,NA,0,0,0,0,0
19,3854506,10,1,1,1,0,1,0.1
19,3854507,656,1,299,29,0.8,10,0.4558
19,3854508,81,1,36,12,0.64,8,0.4444
19,3854509,555,1,221,21,0.84,10,0.3982
19,3854510,266,1,145,9,0.87,6,0.5451
19,3854511,5384,1,2722,40,0.81,13,0.5056
19,3854512,2150,1,1414,32,0.89,9,0.6577
19,3854513,1443,1,868,27,0.84,4,0.6015
19,3854528,53,4,43,3,0.88,1,0.8113
19,3854530,18,4,7,3,0.86,1,0.3889
19,3854533,138,1,19,3,0.37,3,0.1377
19,3854534,143,1,63,11,0.21,6,0.4406
19,3854535,29,1,7,4,0.57,2,0.2414
19,3854536,1062129,1,260924,370,0.86,44,0.2457
19,3854539,82,3,40,5,0.88,1,0.4878
19,3854558,49714,2,12384,6,0.4,3,0.2491
19,3854560,37957,2,7134,4,0.55,3,0.1879
19,3854567,316218,2,180190,8,0.75,3,0.5698
19,3854570,1,NA,0,0,0,0,0
19,3854571,103,4,37,1,0.97,1,0.3592
19,3854572,177,3,72,7,0.64,5,0.4068
19,3854573,38,3,10,8,0.6,4,0.2632
19,3854578,353,3,73,28,0.84,9,0.2068
19,3854579,55121,3,13444,178,0.78,20,0.2439
19,3854586,1418630,3,264651,293,0.79,34,0.1866
19,3854587,91918,1,6129,100,0.58,16,0.0667
19,3854592,500640,1,1009,4,0.77,2,0.002
19,3854593,324700,1,1879,4,0.44,3,0.0058
19,3854594,1074923,1,2133,3,0.38,2,0.002
19,3854595,579624,1,0,0,0,0,0
19,3854597,281771,1,1454,7,0.73,6,0.0052
19,3854604,204974,3,136125,116,0.08,22,0.6641
19,3854606,1866,3,1292,71,0.58,13,0.6924
19,3854607,1575,3,1339,69,0.68,13,0.8502
19,3854608,17,3,13,9,0.46,6,0.7647
19,3854609,5227,3,4370,97,0.79,15,0.836
19,3854611,12526,3,8155,123,0.71,19,0.651
19,3854612,1,3,0,0,0,0,0
19,3854613,85704,1,11918,101,0.76,20,0.1391
19,3854617,253376,1,74440,12,0.87,1,0.2938
19,3854632,3,NA,0,0,0,0,0
19,3854640,44368,3,4527,86,0.71,13,0.102
19,3854641,1,3,0,0,0,0,0
19,3854642,1,NA,0,0,0,0,0
19,3854644,2,NA,0,0,0,0,0
19,3854645,72921,3,134,2,0.61,2,0.0018
19,3854653,884,1,1,1,1,1,0.0011
19,3854654,864,1,81,20,0.84,5,0.0938
19,3854656,868,1,9,4,0.67,2,0.0104
19,3854657,28584,1,18672,112,0.55,21,0.6532
19,3854658,874,1,1,1,1,1,0.0011
19,3854661,14193,1,9265,97,0.55,21,0.6528
19,3854668,25,1,5,5,0,3,0.2
19,3854671,8547,1,6588,25,0.72,5,0.7708
19,3854672,30871,1,5834,42,0.69,7,0.189
19,3854673,16147,1,8933,38,0.92,8,0.5532
19,3854674,37737,1,20716,39,0.72,7,0.549
19,3854676,130,2,45,10,0.51,4,0.3462
19,3854678,88647,1,76353,218,0.92,22,0.8613
19,3854683,8109,1,6019,16,0.48,3,0.7423
19,3854684,3402,1,2160,97,0.7,12,0.6349
19,3854685,9160,1,420,15,0.68,6,0.0459
19,3854689,17,1,5,4,0.6,1,0.2941
19,3854690,11,1,0,0,0,0,0
19,3854691,891,1,77,12,0.82,5,0.0864
19,3854693,58,1,6,3,0.67,2,0.1034
19,3854708,743,1,197,20,0.66,9,0.2651
19,3854709,14483,1,90,27,0.38,10,0.0062
19,3854721,48044,1,6,2,1,2,1e-04
19,3854722,406808,1,6,1,0.83,1,0
19,3854725,7766,1,308,1,0.96,1,0.0397
19,3854726,2963,1,0,0,0,0,0
19,3854727,25869,1,3433,9,0.78,6,0.1327
19,3854728,22303,2,19261,114,0.78,14,0.8636
19,3854731,39,1,25,2,0.12,1,0.641
19,3854735,6,1,6,2,0.5,1,1
19,3854740,276075,1,60246,137,0.63,27,0.2182
19,3854741,1532,1,27,8,0.56,4,0.0176
19,3854743,113895,2,103528,14,0.28,5,0.909
19,3854745,774666,3,42188,44,0.27,22,0.0545
19,3854746,110816,2,278,25,0.64,14,0.0025
19,3854747,41685,2,357,7,0.87,7,0.0086
19,3854751,3798,1,8,3,0.75,2,0.0021
19,3854752,31421,1,9,1,0.89,1,3e-04
19,3854753,2758,1,2055,66,0.66,17,0.7451
19,3854774,1333,1,495,5,0.79,1,0.3713
19,3854782,17443,1,3269,74,0.6,13,0.1874
19,3854785,895487,1,20786,2,0.82,1,0.0232
19,3854787,691547,NA,0,0,0,0,0
19,3854791,3,NA,0,0,0,0,0
19,3854793,99,1,91,6,0.11,3,0.9192
19,3854796,1862,1,609,25,0.91,6,0.3271
19,3854797,13815,1,4582,6,0.9,1,0.3317
19,3854798,7739,1,5621,37,0.74,5,0.7263
19,3854807,1121,3,16,2,0.44,1,0.0143
19,3854808,21510,3,1982,3,0.59,1,0.0921
19,3854809,5767,3,5,4,0.8,3,9e-04
19,3854810,3,1,0,0,0,0,0
19,3854811,39,3,5,2,1,1,0.1282
19,3854814,14237,1,6714,110,0.28,19,0.4716
19,3854815,62,1,2,2,0,1,0.0323
19,3854818,11006023,4,2388028,277,0.58,33,0.217
19,3854819,60,NA,0,0,0,0,0
19,3854822,46113,1,182,2,0.92,2,0.0039
19,3854823,12702,1,71,2,0.93,2,0.0056
19,3854824,145410,1,533,2,0.97,2,0.0037
19,3854825,17694,1,0,0,0,0,0
19,3854826,8992,1,0,0,0,0,0
19,3854827,37236,1,0,0,0,0,0
19,3854828,55779,1,175,2,0.96,2,0.0031
19,3854829,24950,1,74,2,1,2,0.003
19,3854830,184663,1,286,2,0.97,2,0.0015
19,3854831,5768,1,1247,62,0.12,21,0.2162
19,3854835,9204,1,1260,26,0.67,10,0.1369
19,3854837,26842,1,3433,25,0.84,10,0.1279
19,3854838,14028,1,2578,33,0.89,7,0.1838
19,3854842,237244,3,10208,12,0.73,10,0.043
19,3854843,51789,3,4971,7,0.54,7,0.096
19,3854844,20149,3,804,6,0.8,5,0.0399
19,3854848,206,3,20,4,0.1,3,0.0971
19,3854850,335,1,70,11,0.11,4,0.209
19,3854852,455407,2,13,7,0.85,4,0
19,3854853,703398,2,74,1,0.76,1,1e-04
19,3854854,167739,2,23,3,0.83,3,1e-04
19,3854861,282,4,65,5,0.43,1,0.2305
19,3854862,39931,4,20500,11,0.73,2,0.5134
19,3854864,2,1,1,1,0,1,0.5
19,3854867,3,3,1,1,1,1,0.3333
19,3854868,1193,3,320,28,0.86,5,0.2682
19,3854869,157,3,54,19,0.8,3,0.3439
19,3854873,3057,3,201,22,0.79,9,0.0658
19,3854874,29,3,3,2,0.33,2,0.1034
19,3854875,350928,3,141257,14,0.75,7,0.4025
19,3854876,133237,3,61685,84,0.31,14,0.463
19,3854877,104,NA,0,0,0,0,0
19,3854878,2735710,3,177922,260,0.61,39,0.065
19,3854882,1416187,3,1090696,171,0.87,14,0.7702
19,3854883,61190,3,8735,89,0.68,11,0.1428
19,3854885,73734,3,56344,79,0.79,19,0.7642
19,3854886,95,3,43,9,0.79,2,0.4526
19,3854887,10589,3,4443,131,0.88,9,0.4196
19,3854888,4060,3,2257,28,0.84,7,0.5559
19,3854889,36640,3,13939,96,0.75,23,0.3804
19,3854890,13417,3,5591,141,0.9,21,0.4167
19,3854891,26,3,9,8,0.56,3,0.3462
19,3854893,466,3,319,7,0.59,3,0.6845
19,3854894,1162569,3,213778,176,0.77,19,0.1839
19,3854903,9608,1,6347,179,0.83,23,0.6606
19,3854908,472437,3,13009,65,0.69,26,0.0275
19,3854913,25170,1,7601,30,0.81,6,0.302
19,3854914,21,4,6,5,0.67,4,0.2857
19,3854915,11307,3,543,22,0.49,8,0.048
19,3854916,83728,3,1502,26,0.61,12,0.0179
19,3854940,12,1,9,2,0.67,2,0.75
19,3854941,74,1,34,6,0.38,2,0.4595
19,3854945,4112,2,170,12,0.37,8,0.0413
19,3854946,1109351,3,43901,237,0.63,31,0.0396
19,3854951,56324,3,4,2,1,2,1e-04
19,3854952,500,3,0,0,0,0,0
19,3854953,3708,3,4,4,0.75,4,0.0011
19,3854954,2870,3,0,0,0,0,0
19,3854955,3857,3,1,1,1,1,3e-04
19,3854956,294597,3,93,19,0.68,11,3e-04
19,3854957,79375,3,7,5,0.57,4,1e-04
19,3854958,5183,3,2289,6,0.31,3,0.4416
19,3854959,4198,3,0,0,0,0,0
19,3854961,5382,3,4,3,0.75,3,7e-04
19,3854970,156,1,28,6,0.71,3,0.1795
19,3854973,3742,2,74,11,0.81,6,0.0198
19,3854975,9879,1,47,11,0.83,7,0.0048
19,3854979,2613,2,0,0,0,0,0
19,3854980,7,2,0,0,0,0,0
19,3854982,2,1,0,0,0,0,0
19,3854983,40513,1,17549,126,0.74,16,0.4332
19,3854984,4673,1,6,4,0.83,3,0.0013
19,3854985,3212,1,12,3,0.67,2,0.0037
19,3854986,18185,1,2285,37,0.68,9,0.1257
19,3854987,756,1,302,11,0.79,3,0.3995
19,3854989,444,3,6,3,0.83,3,0.0135
19,3854990,17522,2,63,6,0.86,6,0.0036
19,3854991,990146,2,7023,59,0.36,27,0.0071
19,3854992,2560088,2,34446,100,0.29,32,0.0135
19,3854995,19313,2,58,7,0.78,7,0.003
19,3854996,602,2,25,4,0.4,1,0.0415
19,3854997,64131,3,175,20,0.71,11,0.0027
19,3855001,1026514,2,9742,78,0.35,27,0.0095
19,3855002,63759,NA,0,0,0,0,0
19,3855006,733599,3,69,9,0.68,6,1e-04
19,3855008,884008,3,35683,90,0.74,18,0.0404
19,3855009,613218,2,283,9,0.7,6,5e-04
19,3855010,611847,3,59766,18,0.82,8,0.0977
19,3855011,5222,2,22,6,0.41,5,0.0042
19,3855012,1018799,2,6011,52,0.37,23,0.0059
19,3855013,19001,2,49,4,0.65,4,0.0026
19,3855016,19042,2,40,7,0.8,6,0.0021
19,3855017,260199,2,6178,18,0.75,7,0.0237
19,3855019,2618224,2,39390,72,0.3,30,0.015
19,3855020,56252,2,5,1,0.8,1,1e-04
19,3855023,18,1,9,2,0.33,1,0.5
19,3855024,10,1,5,1,0.4,1,0.5
19,3855025,16750,2,12176,15,0.29,2,0.7269
19,3855026,30039,2,22630,16,0.25,2,0.7534
19,3855030,567,1,82,6,0.95,5,0.1446
19,3855035,830,1,741,4,0.92,1,0.8928
19,3855039,8584988,4,2101845,241,0.54,33,0.2448
19,3855044,156857,1,21202,36,0.98,11,0.1352
19,3855045,392576,1,2378,44,0.6,12,0.0061
19,3855046,119659,1,22199,81,0.96,16,0.1855
19,3855047,5435,NA,0,0,0,0,0
19,3855048,92519,4,60748,221,0.58,20,0.6566
19,3855050,21201,2,15538,31,0.28,5,0.7329
19,3855057,537369,2,1997,53,0.84,2,0.0037
19,3855058,459215,2,15819,30,0.35,1,0.0344
19,3855059,3714885,2,68855,98,0.79,3,0.0185
19,3855060,1797,2,4,3,1,2,0.0022
19,3855061,21643,2,30,8,0.77,8,0.0014
19,3855063,2396,2,8,3,1,3,0.0033
19,3855064,12944,2,0,0,0,0,0
19,3855066,31,2,2,2,1,2,0.0645
19,3855067,1004,3,1,1,0,1,0.001
19,3855068,786863,2,8144,65,0.49,18,0.0103
19,3855069,26220,1,21382,255,0.94,28,0.8155
19,3855070,1795,1,722,102,0.84,32,0.4022
19,3855074,5374,1,4433,11,0.98,4,0.8249
19,3855075,12522,1,3868,8,0.97,3,0.3089
19,3855076,548257,3,123767,181,0.26,29,0.2257
19,3855077,23648,1,22544,26,0.96,8,0.9533
19,3855078,10187,1,3226,5,0.84,3,0.3167
19,3855079,28047,1,12488,4,0.76,2,0.4453
19,3855081,7627,1,1798,36,0.77,17,0.2357
19,3855089,15929,3,97,6,0.56,2,0.0061
19,3855090,16437,3,1727,6,0.7,4,0.1051
19,3855091,147723,3,14022,10,0.9,5,0.0949
19,3855092,214,1,37,22,0.81,9,0.1729
19,3855093,15450,1,524,61,0.53,14,0.0339
19,3855094,15,1,4,2,1,2,0.2667
19,3855098,999855,1,243908,377,0.89,45,0.2439
19,3855099,1040245,1,266656,386,0.89,45,0.2563
19,3855101,3042,3,5,4,0.6,2,0.0016
19,3855102,9335,3,37,9,0.73,2,0.004
19,3855105,2818,1,524,1,0.44,1,0.1859
19,3855106,3051,1,2,2,1,2,7e-04
19,3855107,2070,1,524,65,0.87,14,0.2531
19,3855109,693,1,2,1,0.5,1,0.0029
19,3855110,2,1,0,0,0,0,0
19,3855134,19458,1,1961,39,0.74,11,0.1008
19,3855139,5914,1,212,14,0.59,6,0.0358
19,3855149,181971,1,111823,191,0.64,24,0.6145
19,3855150,2,1,0,0,0,0,0
19,3855155,2041,1,33,12,0.61,7,0.0162
19,3855157,694,1,10,3,0.3,2,0.0144
19,3855179,42160,1,1189,60,0.59,10,0.0282
19,3855188,435,3,0,0,0,0,0
19,3855189,611,3,64,16,0.52,4,0.1047
19,3855190,35019,1,92,1,0.35,1,0.0026
19,3855192,304,2,235,9,0.41,1,0.773
19,3855193,3328,2,2688,7,0.6,1,0.8077
