date,supply_id,total_possible_utilization,supply_category_id,del_imps,edges,avg_perf,num_dem_cats,frac_util
2,3852658,26920,1,499,9,0.96,5,0.0185
2,3852663,4662874,2,1731,8,0.64,6,4e-04
2,3852665,24723,3,270,21,0.73,9,0.0109
2,3852666,135732,1,130449,49,0.81,7,0.9611
2,3852667,105781,1,3175,45,0.49,10,0.03
2,3852668,49928,1,47835,39,0.77,7,0.9581
2,3852669,37600,1,1023,44,0.57,10,0.0272
2,3852671,40891,1,39603,51,0.84,6,0.9685
2,3852672,28540,1,1157,52,0.81,10,0.0405
2,3852673,17014,1,16393,34,0.81,7,0.9635
2,3852674,13644,1,568,44,0.49,7,0.0416
2,3852675,3316,2,2757,5,0.81,3,0.8314
2,3852676,15106,2,406,11,0.48,5,0.0269
2,3852680,2189244,1,760962,210,0.73,29,0.3476
2,3852694,20229,1,4954,15,0.72,5,0.2449
2,3852695,2868,1,1378,2,0.58,2,0.4805
2,3852708,26320,3,153,28,0.58,6,0.0058
2,3852709,15,3,5,1,0.8,1,0.3333
2,3852718,16,NA,0,0,0,0,0
2,3852721,1114,1,443,37,0.61,7,0.3977
2,3852724,29,1,0,0,0,0,0
2,3852725,177,NA,0,0,0,0,0
2,3852742,16576,1,413,19,0.48,6,0.0249
2,3852743,412,1,81,8,0.78,5,0.1966
2,3852754,20,3,3,3,0,2,0.15
2,3852757,12,2,0,0,0,0,0
2,3852759,424,2,0,0,0,0,0
2,3852760,2954,2,5,2,0.8,2,0.0017
2,3852761,35,2,0,0,0,0,0
2,3852767,11957,1,175,18,0.39,7,0.0146
2,3852768,103,1,31,5,0.58,5,0.301
2,3852787,9250,1,658,8,0.32,2,0.0711
2,3852798,1167,1,875,23,0.96,6,0.7498
2,3852799,2556,1,1377,12,0.87,4,0.5387
2,3852804,2415582,2,744037,105,0.08,16,0.308
2,3852805,2569761,2,773367,102,0.08,15,0.3009
2,3852806,110210,2,34461,100,0.08,15,0.3127
2,3852807,1758,2,337,18,0.1,6,0.1917
2,3852808,2088,2,411,35,0.13,8,0.1968
2,3852809,27,2,10,4,0,2,0.3704
2,3852818,13020,4,273,2,0.61,1,0.021
2,3852837,730,3,297,19,0.25,11,0.4068
2,3852841,360969,4,46498,12,0.89,6,0.1288
2,3852842,6640080,4,1603832,362,0.85,24,0.2415
2,3852844,3639,3,590,75,0.66,8,0.1621
2,3852848,368066,1,104149,351,0.99,24,0.283
2,3852849,98316,1,21100,37,0.98,4,0.2146
2,3852850,584,1,161,2,0.8,1,0.2757
2,3852862,35460,1,4095,106,0.24,28,0.1155
2,3852863,366,1,0,0,0,0,0
2,3852867,24,1,2,1,1,1,0.0833
2,3852868,29,1,0,0,0,0,0
2,3852869,8,1,0,0,0,0,0
2,3852870,36,1,0,0,0,0,0
2,3852871,15,1,0,0,0,0,0
2,3852872,30,1,0,0,0,0,0
2,3852873,29,1,0,0,0,0,0
2,3852874,36,1,0,0,0,0,0
2,3852879,1480,1,24,9,0.79,2,0.0162
2,3852880,110,1,1,1,1,1,0.0091
2,3852881,101,1,2,2,1,2,0.0198
2,3852882,108,1,4,3,1,2,0.037
2,3852885,19561,1,50,9,0.86,4,0.0026
2,3852888,29,1,0,0,0,0,0
2,3852895,1285,2,446,32,0.84,11,0.3471
2,3852941,3154,3,489,14,0.22,7,0.155
2,3852949,24628097,3,1606816,288,0.55,33,0.0652
2,3852951,266260,2,0,0,0,0,0
2,3852958,108493,1,21682,169,0.47,27,0.1998
2,3852959,5406,3,1334,96,0.38,14,0.2468
2,3852965,49763,1,7078,92,0.45,23,0.1422
2,3852966,27037,1,3182,5,0.28,3,0.1177
2,3852967,181673,1,44398,14,0.48,6,0.2444
2,3852968,99260,1,16892,135,0.48,30,0.1702
2,3852971,1968,3,82,12,0.3,8,0.0417
2,3852974,100,2,21,4,0.95,2,0.21
2,3852977,387227,2,99873,170,0.37,22,0.2579
2,3852979,330444,1,24367,5,0.63,3,0.0737
2,3852980,623078,1,83036,21,0.38,14,0.1333
2,3852981,28747,NA,0,0,0,0,0
2,3852982,6,3,0,0,0,0,0
2,3852994,3715,1,0,0,0,0,0
2,3852995,276507,4,58804,6,0.35,5,0.2127
2,3852996,43493,1,387,13,0.91,4,0.0089
2,3853001,353231,3,139,10,0.82,10,4e-04
2,3853014,13440,3,478,1,0.44,1,0.0356
2,3853016,12,1,2,2,0,2,0.1667
2,3853020,2,3,0,0,0,0,0
2,3853023,1063,NA,0,0,0,0,0
2,3853027,49,3,44,4,0.14,4,0.898
2,3853032,732,3,130,3,0.18,1,0.1776
2,3853033,1213,3,207,18,0.18,4,0.1707
2,3853036,2512613,1,387349,261,0.58,37,0.1542
2,3853066,2,2,0,0,0,0,0
2,3853071,58959,NA,0,0,0,0,0
2,3853072,21618,1,9326,128,0.9,24,0.4314
2,3853073,361256,1,11758,121,0.23,27,0.0325
2,3853075,35769,1,3618,101,0.82,21,0.1011
2,3853077,1629,1,447,39,0.88,11,0.2744
2,3853079,1570231,2,11304,17,0.34,8,0.0072
2,3853080,813,2,11,2,0.64,1,0.0135
2,3853082,615,2,6,3,0.33,2,0.0098
2,3853096,5009,2,2,2,1,1,4e-04
2,3853097,3804,2,16,8,0.81,2,0.0042
2,3853103,31,1,5,1,0.4,1,0.1613
2,3853104,37,1,5,3,0.4,1,0.1351
2,3853105,29,1,8,2,0.87,1,0.2759
2,3853106,32379,1,9230,4,0.9,1,0.2851
2,3853107,21,1,0,0,0,0,0
2,3853108,15,1,0,0,0,0,0
2,3853109,21,1,10,2,0.9,1,0.4762
2,3853110,35,1,12,3,0.75,2,0.3429
2,3853111,27,1,0,0,0,0,0
2,3853112,20,1,0,0,0,0,0
2,3853117,1365,1,274,23,0.66,8,0.2007
2,3853119,211,1,1,1,0,1,0.0047
2,3853120,162,2,0,0,0,0,0
2,3853121,46,2,0,0,0,0,0
2,3853122,2108,2,0,0,0,0,0
2,3853124,24,2,0,0,0,0,0
2,3853125,13,2,0,0,0,0,0
2,3853127,3,2,0,0,0,0,0
2,3853128,63,2,34,2,0.74,1,0.5397
2,3853130,22,2,1,1,1,1,0.0455
2,3853131,2,2,0,0,0,0,0
2,3853133,440,3,77,21,0.68,4,0.175
2,3853134,7882,3,1427,113,0.72,5,0.181
2,3853135,23,3,12,6,1,1,0.5217
2,3853136,143,3,74,10,0.62,1,0.5175
2,3853137,574,3,264,11,0.47,1,0.4599
2,3853139,39,3,17,1,0.88,1,0.4359
2,3853140,6,NA,0,0,0,0,0
2,3853141,894,3,16,2,0.06,1,0.0179
2,3853142,357,3,0,0,0,0,0
2,3853143,5,3,0,0,0,0,0
2,3853145,36,3,0,0,0,0,0
2,3853146,68,3,52,2,0.73,1,0.7647
2,3853147,16,3,0,0,0,0,0
2,3853148,57,3,0,0,0,0,0
2,3853149,317,3,16,1,0,1,0.0505
2,3853150,516,3,300,3,0.66,1,0.5814
2,3853151,253,3,0,0,0,0,0
2,3853152,856,3,0,0,0,0,0
2,3853154,3,3,0,0,0,0,0
2,3853156,4,3,0,0,0,0,0
2,3853159,18,3,1,1,0,1,0.0556
2,3853160,609,3,51,2,0.76,1,0.0837
2,3853161,2,3,0,0,0,0,0
2,3853162,1358,1,322,3,0.4,1,0.2371
2,3853166,6471,1,321,7,0.64,5,0.0496
2,3853167,152649,2,854,1,0.9,1,0.0056
2,3853172,57316,1,11794,17,0.5,1,0.2058
2,3853174,1855,1,1,1,0,1,5e-04
2,3853175,1982,1,4,2,1,1,0.002
2,3853176,16164,1,3043,5,0.93,2,0.1883
2,3853177,6141,1,0,0,0,0,0
2,3853178,200337,1,8,3,0,3,0
2,3853181,2610,1,1,1,0,1,4e-04
2,3853186,1550,3,518,7,0.58,1,0.3342
2,3853187,248,3,0,0,0,0,0
2,3853188,28328,3,6256,7,0.4,1,0.2208
2,3853189,15,NA,0,0,0,0,0
2,3853190,171,NA,0,0,0,0,0
2,3853191,1070,3,0,0,0,0,0
2,3853192,3389,3,1910,9,0.7,1,0.5636
2,3853193,127,3,0,0,0,0,0
2,3853194,173,3,0,0,0,0,0
2,3853195,1566,3,622,16,0.65,1,0.3972
2,3853197,30618,3,11019,8,0.56,1,0.3599
2,3853198,35883,3,7295,1,0.59,1,0.2033
2,3853199,24656,3,10000,2,0.53,1,0.4056
2,3853202,39141,1,0,0,0,0,0
2,3853205,595,1,0,0,0,0,0
2,3853207,60837,1,819,61,0.3,19,0.0135
2,3853212,36973,1,9301,37,0.36,17,0.2516
2,3853213,298,1,171,29,0.64,6,0.5738
2,3853222,16,3,0,0,0,0,0
2,3853224,29,3,0,0,0,0,0
2,3853225,39,3,1,1,1,1,0.0256
2,3853228,1814,3,254,42,0.5,12,0.14
2,3853231,4470,1,1957,120,0.47,16,0.4378
2,3853232,52,3,10,6,0.5,2,0.1923
2,3853242,72208,1,13,3,0.85,3,2e-04
2,3853243,8749,1,3,1,0,1,3e-04
2,3853244,2028,1,7,1,0.43,1,0.0035
2,3853245,6081,1,5,1,1,1,8e-04
2,3853246,2049,2,0,0,0,0,0
2,3853247,95679,2,0,0,0,0,0
2,3853248,361,2,0,0,0,0,0
2,3853249,2764378,2,155,9,0.42,4,1e-04
2,3853253,249656,1,30701,88,0.91,21,0.123
2,3853254,660716,2,1,1,0,1,0
2,3853255,1422,2,806,1,0.51,1,0.5668
2,3853256,388128,2,11283,4,0.28,2,0.0291
2,3853259,2512,3,887,25,0.08,6,0.3531
2,3853260,11102,3,2453,56,0.06,11,0.221
2,3853262,16672,3,1,1,0,1,1e-04
2,3853264,30063,3,0,0,0,0,0
2,3853265,2928,3,0,0,0,0,0
2,3853266,764,3,2,2,1,1,0.0026
2,3853267,6271,3,32,1,0.53,1,0.0051
2,3853269,10717,1,0,0,0,0,0
2,3853270,2194,1,2,1,0,1,9e-04
2,3853271,5918,1,0,0,0,0,0
2,3853272,3736,1,712,19,0.91,5,0.1906
2,3853273,49,1,0,0,0,0,0
2,3853274,7717,1,25,1,0.8,1,0.0032
2,3853275,1574,1,32,2,0.94,1,0.0203
2,3853276,458,1,208,6,0.54,3,0.4541
2,3853277,1922,1,0,0,0,0,0
2,3853279,6757,2,1060,34,0.38,3,0.1569
2,3853282,39,NA,0,0,0,0,0
2,3853285,5527,1,3630,63,0.89,6,0.6568
2,3853312,25758,1,1,1,1,1,0
2,3853313,2512031,3,153410,24,0.49,14,0.0611
2,3853316,1448,NA,0,0,0,0,0
2,3853323,17076,1,0,0,0,0,0
2,3853328,11925,1,88,6,0.94,2,0.0074
2,3853330,352732,2,49,6,0.43,3,1e-04
2,3853331,518,2,118,1,0.84,1,0.2278
2,3853332,5715,1,1587,56,0.71,11,0.2777
2,3853333,13291,1,7878,66,0.51,11,0.5927
2,3853334,3827,1,98,9,0.89,4,0.0256
2,3853335,561,1,49,6,0.9,3,0.0873
2,3853344,1,1,0,0,0,0,0
2,3853345,24799,1,5355,22,0.96,2,0.2159
2,3853375,2789497,2,129,9,0.63,6,0
2,3853376,2687903,3,14858,10,0.81,3,0.0055
2,3853377,625,1,211,9,0.47,5,0.3376
2,3853378,1871,2,39,2,0.26,2,0.0208
2,3853386,121985,2,0,0,0,0,0
2,3853389,526641,2,0,0,0,0,0
2,3853403,308714,1,49,2,0.78,2,2e-04
2,3853404,417733,1,1,1,1,1,0
2,3853405,145,1,50,2,0.3,2,0.3448
2,3853414,8996,4,1,1,0,1,1e-04
2,3853417,3616,3,18,1,0.56,1,0.005
2,3853418,17092,3,0,0,0,0,0
2,3853419,19133,4,139,1,0.45,1,0.0073
2,3853420,11376,3,0,0,0,0,0
2,3853421,6551,3,356,7,0.55,1,0.0543
2,3853429,7,1,0,0,0,0,0
2,3853444,34598,3,6512,115,0.72,17,0.1882
2,3853448,265,1,175,30,0.86,10,0.6604
2,3853449,1116,1,314,30,0.32,10,0.2814
2,3853450,186,1,4,4,1,2,0.0215
2,3853453,4755,2,491,47,0.06,13,0.1033
2,3853455,1588,3,11,6,0.09,3,0.0069
2,3853458,205,3,0,0,0,0,0
2,3853459,30,1,21,4,0.1,2,0.7
2,3853486,246582,1,180180,251,0.28,20,0.7307
2,3853487,46,1,35,6,0.94,5,0.7609
2,3853488,2,NA,0,0,0,0,0
2,3853496,5476,4,0,0,0,0,0
2,3853497,17761094,2,158275,37,0.82,9,0.0089
2,3853502,43908,3,13516,157,0.9,20,0.3078
2,3853504,1012233,3,66767,246,0.87,26,0.066
2,3853505,150694,3,4873,37,0.86,10,0.0323
2,3853510,3,3,0,0,0,0,0
2,3853516,925772,1,3950,40,0.53,14,0.0043
2,3853518,8,1,0,0,0,0,0
2,3853523,10,NA,0,0,0,0,0
2,3853525,87316,1,44549,24,0.73,5,0.5102
2,3853526,3,4,1,1,1,1,0.3333
2,3853531,7248,1,599,18,0.42,6,0.0826
2,3853532,6844,1,573,15,0.47,3,0.0837
2,3853533,2791,1,356,11,0.56,1,0.1276
2,3853534,8886,1,1272,14,0.45,3,0.1431
2,3853536,6631,1,981,12,0.41,3,0.1479
2,3853537,6431,1,564,11,0.42,2,0.0877
2,3853538,7834,1,955,17,0.4,6,0.1219
2,3853540,2919,1,456,10,0.39,2,0.1562
2,3853541,5979,1,942,9,0.39,2,0.1576
2,3853542,1921,1,260,8,0.56,1,0.1353
2,3853543,518,1,77,8,0.42,1,0.1486
2,3853544,566,1,396,5,0.96,1,0.6996
2,3853545,1515,1,1003,10,0.91,2,0.662
2,3853546,122,1,0,0,0,0,0
2,3853547,155,1,0,0,0,0,0
2,3853548,341,1,1,1,1,1,0.0029
2,3853550,2,1,0,0,0,0,0
2,3853552,643,1,134,5,0.64,1,0.2084
2,3853554,773093,NA,0,0,0,0,0
2,3853555,316407,NA,0,0,0,0,0
2,3853556,1577695,NA,0,0,0,0,0
2,3853557,46552,NA,0,0,0,0,0
2,3853559,821,NA,0,0,0,0,0
2,3853565,132820,4,34,10,0.71,6,3e-04
2,3853569,9,3,0,0,0,0,0
2,3853571,46207,3,2404,90,0.74,9,0.052
2,3853572,4,4,0,0,0,0,0
2,3853574,3108670,3,139886,148,0.43,11,0.045
2,3853575,132911,1,6450,97,0.13,13,0.0485
2,3853576,381738,NA,0,0,0,0,0
2,3853587,4061,1,1110,2,0.21,1,0.2733
2,3853589,1276077,3,252082,299,0.61,28,0.1975
2,3853595,1,3,0,0,0,0,0
2,3853596,695185,1,98616,26,0.68,11,0.1419
2,3853597,160318,1,3262,47,0.57,14,0.0203
2,3853622,62,1,7,2,0.43,2,0.1129
2,3853626,63903,2,15727,106,0.39,19,0.2461
2,3853627,14906,2,3798,78,0.43,17,0.2548
2,3853628,20593,2,5455,91,0.38,15,0.2649
2,3853629,6997,2,2011,79,0.37,16,0.2874
2,3853630,4384,2,1271,72,0.42,15,0.2899
2,3853631,5179,2,1362,62,0.41,13,0.263
2,3853632,8608,1,2609,84,0.46,18,0.3031
2,3853633,5977,2,1668,68,0.41,14,0.2791
2,3853634,3994,2,895,48,0.4,12,0.2241
2,3853635,3758,2,960,57,0.41,13,0.2555
2,3853636,6262,2,1759,65,0.41,13,0.2809
2,3853637,24827,2,8103,122,0.49,19,0.3264
2,3853638,7022,1,1938,67,0.45,14,0.276
2,3853639,1262,2,413,41,0.42,12,0.3273
2,3853640,2,NA,0,0,0,0,0
2,3853653,138,3,2,1,1,1,0.0145
2,3853654,55,3,13,2,0.69,1,0.2364
2,3853655,46591,3,9072,8,0.39,2,0.1947
2,3853656,1285,NA,0,0,0,0,0
2,3853657,2259,3,0,0,0,0,0
2,3853659,71,NA,0,0,0,0,0
2,3853660,5218,3,0,0,0,0,0
2,3853661,693,3,0,0,0,0,0
2,3853663,9433,3,0,0,0,0,0
2,3853664,11677,3,0,0,0,0,0
2,3853665,12598,3,0,0,0,0,0
2,3853668,14941,3,0,0,0,0,0
2,3853671,803,NA,0,0,0,0,0
2,3853672,47,NA,0,0,0,0,0
2,3853674,1661,NA,0,0,0,0,0
2,3853675,2383,3,0,0,0,0,0
2,3853677,17917,3,3685,109,0.6,8,0.2057
2,3853680,2695,3,588,4,0.61,1,0.2182
2,3853681,511,3,0,0,0,0,0
2,3853682,2743,3,393,5,0.38,1,0.1433
2,3853683,15532,3,7508,11,0.58,1,0.4834
2,3853684,18267,3,490,5,0.74,2,0.0268
2,3853685,174007,2,4035,37,0.63,10,0.0232
2,3853689,157,2,121,6,0.36,1,0.7707
2,3853708,156,1,0,0,0,0,0
2,3853711,1409,1,0,0,0,0,0
2,3853713,8668,1,692,79,0.72,18,0.0798
2,3853714,74,1,0,0,0,0,0
2,3853715,424,1,0,0,0,0,0
2,3853716,42974,2,1,1,1,1,0
2,3853717,116,1,20,5,0.3,3,0.1724
2,3853730,786,1,542,3,0.14,2,0.6896
2,3853731,882,1,108,13,0.15,8,0.1224
2,3853736,1,NA,0,0,0,0,0
2,3853740,877844,3,106711,265,0.54,23,0.1216
2,3853741,1593186,3,237447,287,0.57,26,0.149
2,3853747,54106,1,17186,13,1,2,0.3176
2,3853748,208,1,18,7,1,2,0.0865
2,3853749,115183,1,33759,13,1,2,0.2931
2,3853752,665158,3,72591,40,0.69,16,0.1091
2,3853777,554674,1,20392,78,0.56,20,0.0368
2,3853778,15038,1,6792,21,0.41,10,0.4517
2,3853779,872,1,75,2,0.84,1,0.086
2,3853794,5481,1,4967,80,0.75,16,0.9062
2,3853795,1796,1,1489,30,0.23,13,0.8291
2,3853796,79883,1,0,0,0,0,0
2,3853797,11550,1,4796,45,0.2,11,0.4152
2,3853798,125,1,57,18,0.56,8,0.456
2,3853799,147,1,57,7,0.3,3,0.3878
2,3853800,1826,1,1559,13,0.85,3,0.8538
2,3853801,512,1,259,7,0.39,1,0.5059
2,3853802,26,1,13,1,0.38,1,0.5
2,3853804,183094,2,800,10,0.38,5,0.0044
2,3853808,363,3,99,13,0.06,5,0.2727
2,3853809,159,3,31,14,0.03,6,0.195
2,3853811,81974,1,6857,120,0.3,25,0.0836
2,3853817,3964329,4,285,20,0.59,4,1e-04
2,3853850,1239,1,182,11,0.91,5,0.1469
2,3853851,8222,1,2863,22,0.71,2,0.3482
2,3853856,961,2,295,21,0.47,5,0.307
2,3853858,797,2,428,26,0.38,7,0.537
2,3853859,17756,1,329,32,0.56,7,0.0185
2,3853868,1,1,0,0,0,0,0
2,3853869,62,1,26,8,0.62,5,0.4194
2,3853880,14778,2,1,1,1,1,1e-04
2,3853884,2553602,1,182881,167,0.31,17,0.0716
2,3853885,1232725,3,66862,144,0.58,21,0.0542
2,3853886,6,1,0,0,0,0,0
2,3853887,67,3,0,0,0,0,0
2,3853900,9,3,0,0,0,0,0
2,3853902,157605,3,79044,236,0.89,23,0.5015
2,3853913,3846,3,1372,36,0.77,12,0.3567
2,3853915,8,3,3,2,0,1,0.375
2,3853916,2,3,0,0,0,0,0
2,3853917,192445,3,63778,211,0.86,19,0.3314
2,3853928,728964,3,33416,187,0.56,26,0.0458
2,3853929,907303,3,113517,221,0.47,25,0.1251
2,3853931,14998,2,4440,17,0.38,7,0.296
2,3853932,1450377,2,64362,32,0.36,10,0.0444
2,3853936,10,1,5,2,0.6,1,0.5
2,3853942,121,NA,0,0,0,0,0
2,3853945,1225,3,199,4,0.7,4,0.1624
2,3853947,4326,2,2820,6,0.59,2,0.6519
2,3853949,40099,3,4796,7,0.75,3,0.1196
2,3853950,8,NA,0,0,0,0,0
2,3853953,68,3,12,5,0.75,3,0.1765
2,3853954,9467,3,3411,105,0.87,15,0.3603
2,3853955,35740,3,7088,69,0.7,19,0.1983
2,3853983,63,4,13,6,0.54,4,0.2063
2,3853986,629,2,73,1,0.03,1,0.1161
2,3853987,3017,1,45,6,0.84,3,0.0149
2,3853988,2939,1,629,3,0.8,1,0.214
2,3853990,23,3,3,1,1,1,0.1304
2,3853994,1355,1,77,21,0.74,7,0.0568
2,3853997,29872,4,0,0,0,0,0
2,3854001,343,1,100,15,0.4,3,0.2915
2,3854003,182,1,45,12,0.62,2,0.2473
2,3854010,10065,1,1424,4,0.56,1,0.1415
2,3854014,26300,1,5501,12,0.86,4,0.2092
2,3854015,321947,1,87454,270,0.83,37,0.2716
2,3854017,2053,1,0,0,0,0,0
2,3854018,58213,1,23335,31,0.81,12,0.4009
2,3854019,741,1,0,0,0,0,0
2,3854020,16885,1,888,6,0.81,4,0.0526
2,3854021,1772,1,6,1,1,1,0.0034
2,3854022,2316,1,0,0,0,0,0
2,3854023,1517,1,368,2,0.71,2,0.2426
2,3854024,140,1,0,0,0,0,0
2,3854025,11215,NA,0,0,0,0,0
2,3854027,29,3,17,1,0.12,1,0.5862
2,3854028,10855,3,5172,11,0.71,1,0.4765
2,3854029,406,3,88,2,0.16,1,0.2167
2,3854032,1,3,1,1,0,1,1
2,3854035,35152,3,5480,84,0.29,16,0.1559
2,3854038,24992,3,7002,112,0.28,13,0.2802
2,3854040,2,4,1,1,1,1,0.5
2,3854042,1,4,1,1,0,1,1
2,3854046,153028,1,46579,36,0.89,8,0.3044
2,3854047,45114,2,7315,28,0.91,4,0.1621
2,3854048,21924,2,6744,106,0.88,13,0.3076
2,3854051,369175,1,3191,37,0.55,10,0.0086
2,3854057,809,NA,0,0,0,0,0
2,3854077,57263,2,0,0,0,0,0
2,3854079,14507,3,6041,165,0.63,7,0.4164
2,3854089,29843,NA,0,0,0,0,0
2,3854090,149599,3,5,2,0.6,2,0
2,3854092,1448,2,747,2,0.21,1,0.5159
2,3854093,24795,2,18130,75,0.61,9,0.7312
2,3854097,4457,1,1046,55,0.4,15,0.2347
2,3854101,4281,2,1002,43,0.44,12,0.2341
2,3854102,46095,2,7544,99,0.43,18,0.1637
2,3854103,207418,1,29312,11,0.94,10,0.1413
2,3854104,1,NA,0,0,0,0,0
2,3854110,11825,1,1135,42,0.39,16,0.096
2,3854113,9206,2,2307,55,0.52,16,0.2506
2,3854114,3235,1,411,37,0.42,12,0.127
2,3854115,38720,1,3063,60,0.44,16,0.0791
2,3854116,1034,1,353,40,0.91,7,0.3414
2,3854117,10021,1,7874,69,0.95,11,0.7857
2,3854119,3,NA,0,0,0,0,0
2,3854120,492740,1,43181,182,0.65,34,0.0876
2,3854122,116286,3,46642,278,0.62,24,0.4011
2,3854125,15095,1,260,19,0.43,6,0.0172
2,3854126,2531,1,93,3,0.61,3,0.0367
2,3854127,43210,1,780,35,0.42,7,0.0181
2,3854128,24182,1,547,25,0.48,7,0.0226
2,3854129,8933,1,269,5,0.61,3,0.0301
2,3854130,2355,1,84,4,0.65,3,0.0357
2,3854131,25818,4,28,1,0.93,1,0.0011
2,3854133,14919,2,8672,100,0.1,16,0.5813
2,3854134,19,4,1,1,1,1,0.0526
2,3854136,148,3,94,3,0.61,1,0.6351
2,3854137,29777,3,5345,151,0.28,13,0.1795
2,3854139,88946,3,18307,133,0.23,18,0.2058
2,3854140,267,3,190,3,0.79,1,0.7116
2,3854141,15749,3,5347,94,0.37,16,0.3395
2,3854144,523,3,395,5,0.68,2,0.7553
2,3854145,436,3,289,4,0.67,1,0.6628
2,3854146,28222,3,6366,87,0.22,16,0.2256
2,3854148,83317,3,14681,134,0.24,20,0.1762
2,3854150,412,3,330,7,0.72,1,0.801
2,3854151,451,3,325,3,0.78,1,0.7206
2,3854152,152,3,90,4,0.38,1,0.5921
2,3854153,25276,3,3104,137,0.24,13,0.1228
2,3854155,46018,3,22231,78,0.49,16,0.4831
2,3854156,28675,3,6264,145,0.27,13,0.2184
2,3854157,97,3,62,3,0.45,2,0.6392
2,3854159,149559,3,29454,145,0.39,14,0.1969
2,3854164,365,3,267,6,0.79,1,0.7315
2,3854168,30711,3,6826,85,0.22,15,0.2223
2,3854172,172,3,93,3,0.48,1,0.5407
2,3854176,21051,3,9227,63,0.54,14,0.4383
2,3854181,88924,3,16148,146,0.23,20,0.1816
2,3854183,98,3,63,4,0.41,1,0.6429
2,3854185,63592,3,19828,130,0.27,21,0.3118
2,3854187,196,3,104,2,0.18,1,0.5306
2,3854192,593,3,413,7,0.65,1,0.6965
2,3854194,20571,3,6582,88,0.42,13,0.32
2,3854197,513,3,318,4,0.75,1,0.6199
2,3854199,55625,3,17461,117,0.25,18,0.3139
2,3854200,28908,3,4927,79,0.26,13,0.1704
2,3854202,107,3,67,3,0.51,1,0.6262
2,3854204,25745,3,3119,70,0.39,15,0.1211
2,3854206,134,3,91,4,0.29,1,0.6791
2,3854216,294,3,199,5,0.75,1,0.6769
2,3854217,24196,3,9588,69,0.58,14,0.3963
2,3854218,351,3,250,3,0.86,1,0.7123
2,3854219,19152,3,7248,64,0.5,15,0.3784
2,3854227,188276,3,10595,125,0.15,20,0.0563
2,3854228,19892,3,1245,87,0.56,10,0.0626
2,3854231,9184,1,2,1,1,1,2e-04
2,3854251,1047956,3,235381,284,0.63,26,0.2246
2,3854252,1299598,3,258195,280,0.6,23,0.1987
2,3854253,1176394,3,274918,283,0.63,29,0.2337
2,3854254,778206,3,186382,281,0.57,22,0.2395
2,3854255,774189,3,266953,291,0.62,26,0.3448
2,3854256,698944,3,169468,294,0.62,27,0.2425
2,3854269,2084,3,622,5,0.89,1,0.2985
2,3854271,39,3,2,2,1,2,0.0513
2,3854274,974,3,120,17,0.65,8,0.1232
2,3854275,240405,3,14181,84,0.8,9,0.059
2,3854280,926,3,143,20,0.52,10,0.1544
2,3854284,56881,3,21012,14,0.82,2,0.3694
2,3854285,182734,3,0,0,0,0,0
2,3854287,69280,1,4420,78,0.85,23,0.0638
2,3854296,45536,1,23890,125,0.87,16,0.5246
2,3854297,563943,1,201616,78,0.76,13,0.3575
2,3854298,2218,1,417,4,0.93,2,0.188
2,3854299,267,NA,0,0,0,0,0
2,3854300,17461,4,0,0,0,0,0
2,3854301,26114,4,0,0,0,0,0
2,3854302,12849,4,0,0,0,0,0
2,3854303,2163,4,0,0,0,0,0
2,3854308,3217,1,396,42,0.97,8,0.1231
2,3854310,118823,1,8285,22,0.4,17,0.0697
2,3854311,55395,1,17821,129,0.65,17,0.3217
2,3854312,55113,1,15445,96,0.54,18,0.2802
2,3854313,18666,1,10153,157,0.68,17,0.5439
2,3854314,32298,1,12716,130,0.66,18,0.3937
2,3854315,21970,1,4965,23,0.66,17,0.226
2,3854316,4301,2,3490,13,0.39,11,0.8114
2,3854317,4337,2,3481,14,0.37,11,0.8026
2,3854318,19466,1,8195,93,0.74,23,0.421
2,3854319,87937,1,43589,121,0.73,32,0.4957
2,3854321,12326,1,9571,67,0.61,25,0.7765
2,3854322,26169,1,15364,80,0.62,25,0.5871
2,3854323,40016,1,19372,88,0.65,26,0.4841
2,3854324,9065,1,1409,44,0.64,19,0.1554
2,3854325,11304,1,1328,53,0.69,20,0.1175
2,3854326,1344,1,731,21,0.84,4,0.5439
2,3854327,394,1,273,6,0.88,1,0.6929
2,3854333,2,3,0,0,0,0,0
2,3854336,35,1,9,4,0.89,2,0.2571
2,3854337,26,1,11,6,0.64,4,0.4231
2,3854339,40,1,12,8,0.83,3,0.3
2,3854342,8,4,3,1,0,1,0.375
2,3854343,2,4,1,1,0,1,0.5
2,3854346,5,4,1,1,1,1,0.2
2,3854347,2,4,1,1,0,1,0.5
2,3854348,4,4,1,1,1,1,0.25
2,3854351,1,4,0,0,0,0,0
2,3854372,1817446,3,867636,172,0.38,27,0.4774
2,3854378,44552,3,1829,115,0.38,10,0.0411
2,3854389,514,1,312,1,0.84,1,0.607
2,3854390,119,1,0,0,0,0,0
2,3854394,42012,1,1081,41,0.1,17,0.0257
2,3854398,7565,3,895,75,0.56,14,0.1183
2,3854399,44059,3,6773,98,0.83,22,0.1537
2,3854400,14968,3,2720,68,0.76,15,0.1817
2,3854401,5,3,1,1,0,1,0.2
2,3854404,48025,3,4369,100,0.79,24,0.091
2,3854405,5507,3,997,76,0.58,15,0.181
2,3854406,1,NA,0,0,0,0,0
