date,supply_id,total_possible_utilization
01,3846004,2851
01,3846015,5556
01,3846090,622171
01,3846094,6
01,3846101,2065
01,3846113,1838
01,3846117,441
01,3846119,100243
01,3846121,50434
01,3846123,15878
01,3846132,1923
01,3846144,3903857
01,3846157,26576
01,3846160,10192
01,3846162,6219
01,3846163,4642
01,3846183,731
01,3846205,3
01,3846206,3709
01,3846207,2
01,3846212,27479
01,3846216,2
01,3846249,235210
01,3846252,65113
01,3846257,121048
01,3846258,120205
01,3846273,3645048
01,3846283,3290250
01,3846335,6024
01,3846364,2087
01,3846369,184729
01,3846378,198654
01,3846379,111592
01,3846380,165844
01,3846382,81131
01,3846402,13
01,3846441,5726
01,3846455,118839
01,3846478,44830
01,3846489,3942
01,3846502,986936
01,3846503,2
01,3846510,109949
01,3846512,129495
01,3846514,98680
01,3846525,485860
01,3846533,10
01,3846598,145
01,3846617,59057
01,3846618,132681
01,3846621,92939
01,3846630,8
01,3846642,659
01,3846645,3811
01,3846652,42729
01,3846653,18927
01,3846654,2368
01,3846655,9822
01,3846659,24757
01,3846660,8093
01,3846661,2672
01,3846667,1534
01,3846669,1430
01,3846711,578711
01,3846727,212
01,3846736,5138
01,3846737,6555
01,3846745,316
01,3846746,505
01,3846766,534
01,3846772,900
01,3846775,1094357
01,3846776,666560
01,3846777,1474654
01,3846783,17780
01,3846784,315
01,3846860,58
01,3846862,2432
01,3846863,1208
01,3846864,6511
01,3846866,4489
01,3846867,1155
01,3846877,64769
01,3846879,1
01,3846882,132970
01,3846883,783238
01,3846885,5693795
01,3846907,392549
01,3846908,513
01,3846909,11678
01,3846922,412560
01,3846946,260762
01,3846947,60815
01,3846952,974
01,3846976,26659
01,3846977,2456
01,3846978,5281
01,3847003,18254
01,3847019,3217003
01,3847020,830404
01,3847029,6449
01,3847064,2598213
01,3847066,314994
01,3847081,17
01,3847098,183
01,3847106,6
01,3847117,454512
01,3847145,589255
01,3847146,6801669
01,3847149,2083
01,3847176,423757
01,3847187,332823
01,3847218,1410
01,3847266,1
01,3847270,76364
01,3847272,74976
01,3847303,102165
01,3847321,34001838
01,3847341,45092
01,3847363,37
01,3847371,3613108
01,3847386,515
01,3847394,45323
01,3847395,10108
01,3847396,80585
01,3847399,53
01,3847400,9
01,3847401,52
01,3847402,60220
01,3847404,5092
01,3847414,865392
01,3847420,12545
01,3847438,119385
01,3847439,238003
01,3847440,4977401
01,3847441,3589118
01,3847442,848440
01,3847443,77998
01,3847444,37935
01,3847452,29460
01,3847453,2852558
01,3847454,203166
01,3847520,124008
01,3847521,63860
01,3847522,8319
01,3847529,68
01,3847548,7477824
01,3847551,5487
01,3847562,64341
01,3847568,363
01,3847626,25492
01,3847628,9
01,3847629,4
01,3847631,7
01,3847633,6
01,3847636,3581571
01,3847638,20143
01,3847640,208
01,3847642,1825
01,3847650,19819805
01,3847651,176
01,3847652,14632
01,3847654,22890
01,3847659,212368
01,3847660,6318
01,3847661,301
01,3847662,100
01,3847663,490505
01,3847666,2485
01,3847667,424559
01,3847668,41
01,3847670,284
01,3847671,28521
01,3847673,1621079
01,3847674,2343
01,3847675,86356
01,3847677,1992
01,3847678,173364
01,3847679,35514
01,3847682,1327190
01,3847683,445538
01,3847748,1242
01,3847749,2341
01,3847751,2067
01,3847760,12
01,3847761,1218938
01,3847762,2072801
01,3847767,548772
01,3847772,39
01,3847783,20312
01,3847784,16
01,3847788,4673
01,3847827,32396
01,3847828,39259
01,3847830,57
01,3847831,39
01,3847832,26902
01,3847841,76764
01,3847851,14
01,3847869,51439
01,3847904,23
01,3847940,90
01,3847944,3161
01,3847963,596
01,3847968,140773
01,3847970,53
01,3847974,96741
01,3847977,41
01,3847979,37562
01,3847980,21638
01,3847981,1029405
01,3847984,24415
01,3847992,24
01,3847994,23103
01,3847998,58
01,3847999,127
01,3848001,30
01,3848002,21
01,3848003,510
01,3848004,1907
01,3848005,16
01,3848013,4
01,3848015,29289
01,3848019,315
01,3848023,15
01,3848026,865
01,3848031,784387
01,3848039,31
01,3848043,43160970
01,3848044,287202
01,3848045,363687
01,3848047,2185
01,3848048,231
01,3848050,2339
01,3848051,371
01,3848052,228
01,3848073,131760
01,3848078,434285
01,3848079,405050
01,3848082,430619
01,3848083,376
01,3848084,427453
01,3848085,319181
01,3848090,741445
01,3848094,27
01,3848098,24278
01,3848124,13
01,3848130,118
01,3848141,325
01,3848149,13728086
01,3848155,56
01,3848186,110237
01,3848187,21427
01,3848188,96470
01,3848189,9
01,3848190,5308
01,3848191,4
01,3848210,522
01,3848215,88147
01,3848216,13667
01,3848218,240509
01,3848220,51682
01,3848232,559
01,3848249,2443460
01,3848250,14596611
01,3848251,965535
01,3848284,58349
01,3848287,3339883
01,3848295,72
01,3848307,3417
01,3848318,2525
01,3848322,13368
01,3848323,9527
01,3848324,3526
01,3848325,8
01,3848332,47922
01,3848335,226
01,3848339,86
01,3848341,5
01,3848385,406823
01,3848396,34
01,3848398,444937
01,3848408,231904
01,3848410,2174
01,3848413,11
01,3848414,16740
01,3848416,12936
01,3848417,5437
01,3848418,1280
01,3848419,1225
01,3848422,52967
01,3848423,11285
01,3848424,88585
01,3848425,7624045
01,3848431,22612
01,3848448,239
01,3848449,24
01,3848459,1434969
01,3848460,1205116
01,3848462,1260
01,3848494,152197
01,3848495,78348
01,3848521,1155
01,3848559,613649
01,3848574,44217
01,3848589,11796
01,3848598,491
01,3848599,1800
01,3848607,4
01,3848620,1395868
01,3848655,1980117
01,3848656,2006338
01,3848668,16220
01,3848669,38032
01,3848678,6309
01,3848680,10
01,3848681,4
01,3848682,3
01,3848684,16173
01,3848691,13
01,3848695,10
01,3848703,545751
01,3848711,80878
01,3848724,29
01,3848731,2
01,3848732,5
01,3848750,2681
01,3848753,599
01,3848756,71363
01,3848787,1205
01,3848824,2083727
01,3848828,389
01,3848834,6
01,3848844,1902
01,3848849,482
01,3848854,215
01,3848855,14
01,3848858,11
01,3848862,2806
01,3848865,5
01,3848868,2
01,3848878,183
01,3848884,1
01,3848885,34
01,3848906,1001798
01,3848911,286
01,3848916,1
01,3848924,10955
01,3848946,129315
01,3848947,605582
01,3848949,2
01,3848950,1
01,3848966,179
01,3848978,210
01,3848996,3513
01,3848997,58305
01,3848998,4148
01,3849003,1567
01,3849004,51
01,3849005,9
01,3849006,95
01,3849007,215
01,3849008,397
01,3849027,1
01,3849029,13652788
01,3849030,560975
01,3849037,2631
01,3849041,184054
01,3849048,5417658
01,3849057,1250
01,3849077,700152
01,3849083,8
01,3849087,10
01,3849099,634
01,3849151,10
01,3849152,13
01,3849154,2
01,3849156,3
01,3849168,7
01,3849178,8
01,3849179,33
01,3849180,16
01,3849181,186
01,3849183,555
01,3849186,8861
01,3849187,832
01,3849189,1792
01,3849193,1575
01,3849194,797
01,3849195,3299
01,3849197,4
01,3849200,21768
01,3849207,172
01,3849208,1
01,3849209,487
01,3849210,111
01,3849211,74
01,3849221,811
01,3849222,2183
01,3849223,4
01,3849224,2
01,3849225,8764
01,3849226,4872
01,3849333,5074242
01,3849334,7816739
01,3849346,273897
01,3849380,451016
01,3849384,68711
01,3849385,1
01,3849387,538
01,3849389,94
01,3849390,1477031
01,3849391,99718
01,3849394,69
01,3849396,28
01,3849401,337683
01,3849402,18714
01,3849403,35715
01,3849410,1079
01,3849411,1433
01,3849413,1
01,3849440,216646
01,3849469,2251
01,3849470,3
01,3849471,11251
01,3849472,14407006
01,3849487,75047
01,3849489,3792
01,3849500,62279
01,3849501,654927
01,3849512,711
01,3849513,21569
01,3849529,57004
01,3849530,508492
01,3849531,44930
01,3849532,25180
01,3849533,218881
01,3849534,932795
01,3849535,79540
01,3849536,7882
01,3849537,61365
01,3849557,66287
01,3849558,1407
01,3849559,30522
01,3849562,190769
01,3849563,292
01,3849669,166169
01,3849670,673073
01,3849672,2013522
01,3849720,2042
01,3849743,1095713
01,3849755,84334
01,3849756,3307
01,3849757,6051
01,3849758,228
01,3849759,231
01,3849835,1
01,3849845,3
01,3849846,2247
01,3849847,95
01,3849848,41696
01,3849849,10244
01,3849851,205462
01,3849853,16
01,3849857,334
01,3849858,1
01,3849860,517
01,3849863,58500
01,3849879,4454
01,3849880,30
01,3849885,3
01,3849890,739
01,3849895,49
01,3849899,43883
01,3849909,3455
01,3849910,574889
01,3849911,157400
01,3849914,6469
01,3849917,6441848
01,3849932,32
01,3849945,2107
01,3849967,7206
01,3849968,1459
01,3849969,107
01,3849970,374
01,3849979,2739782
01,3849981,6
01,3850021,82
01,3850022,15
01,3850035,64979
01,3850042,380555
01,3850045,1678624
01,3850047,61461
01,3850072,104381
01,3850075,21
01,3850078,47
01,3850080,21126
01,3850082,105
01,3850090,1416
01,3850112,502784
01,3850126,14
01,3850127,327
01,3850133,723535
01,3850136,737045
01,3850137,1021
01,3850143,2
01,3850149,755
01,3850155,798
01,3850157,99
01,3850162,549471
01,3850163,554529
01,3850168,13919776
01,3850172,9111
01,3850174,78
01,3850179,12145
01,3850194,1224
01,3850227,1026
01,3850230,127095
01,3850253,153
01,3850254,129
01,3850276,17
01,3850278,145
01,3850279,191
01,3850280,41
01,3850283,775
01,3850291,13524
01,3850293,37107
01,3850294,17192
01,3850298,1569
01,3850313,141105
01,3850321,9350
01,3850326,21
01,3850327,4950
01,3850328,4636
01,3850329,332
01,3850344,1171
01,3850345,10641
01,3850349,1
01,3850351,1
01,3850354,597662
01,3850356,367085
01,3850358,89649
01,3850361,118
01,3850363,7100
01,3850372,14242
01,3850375,4002
01,3850390,1467
01,3850396,50162
01,3850397,16165
01,3850404,305
01,3850406,4368808
01,3850409,93
01,3850410,217
01,3850424,3923
01,3850434,111072
01,3850438,18284282
01,3850446,1331
01,3850458,963108
01,3850460,114689
01,3850465,59304
01,3850468,784
01,3850474,10049
01,3850475,45
01,3850476,339
01,3850480,44
01,3850486,1567
01,3850487,18404
01,3850515,248904
01,3850516,23133
01,3850518,460513
01,3850526,212745
01,3850528,3407
01,3850533,74865
01,3850538,2555
01,3850539,50
01,3850549,249608
01,3850552,51
01,3850553,2
01,3850555,3720
01,3850558,746956
01,3850562,11056
01,3850563,6762
01,3850565,640
01,3850579,1915
01,3850581,5376
01,3850586,7260
01,3850588,12816839
01,3850592,678
01,3850595,39993
01,3850596,12311
01,3850603,3926
01,3850604,43279
01,3850605,9196
01,3850606,214722
01,3850609,36
01,3850612,30
01,3850618,1236
01,3850619,5655
01,3850620,86
01,3850621,211
01,3850628,8
01,3850632,66921
01,3850633,41
01,3850634,7605
01,3850635,37
01,3850636,3304
01,3850637,155
01,3850642,2341
01,3850643,662
01,3850645,11041
01,3850646,8463
01,3850655,2
01,3850660,384
01,3850661,2164
01,3850664,149
01,3850667,9
01,3850677,15625
01,3850678,125418
01,3850685,1029103
01,3850689,507
01,3850690,41
01,3850691,36
01,3850692,43
01,3850693,50
01,3850694,42
01,3850695,30
01,3850696,56
01,3850697,497
01,3850698,15
01,3850699,1399
01,3850709,812613
01,3850711,2336572
01,3850717,129438
01,3850718,9
01,3850730,22258
01,3850780,6342
01,3850782,41363
01,3850783,608
01,3850788,30329
01,3850801,2191958
01,3850825,2614
01,3850828,939
01,3850829,28498
01,3850830,12176
01,3850831,61149
01,3850832,861003
01,3850833,129029
01,3850834,36912
01,3850835,537155
01,3850836,108
01,3850837,177
01,3850838,490
01,3850839,2122
01,3850840,3410
01,3850841,14644
01,3850845,181
01,3850846,412
01,3850847,38
01,3850853,230
01,3850854,328
01,3850855,5
01,3850856,772
01,3850857,4737
01,3850858,2068
01,3850874,34958
01,3850876,5769
01,3850896,10696
01,3850898,7792
01,3850899,777
01,3850919,9
01,3850920,703
01,3850922,1760
01,3850945,1395
01,3850946,2108
01,3850957,78970
01,3850972,177
01,3850975,24946
01,3850980,20866
01,3850982,5767
01,3850983,2815
01,3850990,11663
01,3851001,27
01,3851002,17
01,3851003,22
01,3851004,17
01,3851005,46
01,3851006,29818
01,3851007,2492
01,3851008,17906
01,3851022,5300
01,3851035,164048
01,3851036,162821
01,3851042,731513
01,3851045,141008
01,3851046,537469
01,3851048,1524
01,3851049,10920
01,3851050,2242
01,3851051,4920
01,3851054,4427
01,3851055,19769
01,3851065,10565760
01,3851075,247114
01,3851076,94
01,3851113,758042
01,3851147,49466412
01,3851153,116
01,3851183,52099
01,3851189,37077
01,3851190,100060
01,3851191,2462250
01,3851192,70881
01,3851193,314074
01,3851194,173160
01,3851195,82338
01,3851196,341679
01,3851197,74750
01,3851199,94
01,3851221,40539
01,3851237,632193
01,3851239,25376
01,3851242,630
01,3851255,238236
01,3851268,43126
01,3851292,1766246
01,3851300,79
01,3851301,50
01,3851303,18
01,3851305,24
01,3851306,608
01,3851307,29
01,3851312,7110
01,3851316,1
01,3851317,285
01,3851335,203
01,3851341,6323712
01,3851344,45565
01,3851345,23468
01,3851377,6337
01,3851391,524871
01,3851393,994181
01,3851394,83003
01,3851402,714684
01,3851406,6596
01,3851407,4311438
01,3851408,798
01,3851409,49
01,3851410,1634031
01,3851417,2261298
01,3851418,76
01,3851419,23
01,3851420,21
01,3851421,7
01,3851445,109347
01,3851446,231026
01,3851447,217248
01,3851448,4
01,3851450,2080
01,3851458,188795
01,3851459,730074
01,3851463,1115
01,3851509,381926
01,3851510,521001
01,3851513,32823
01,3851514,140
01,3851515,4293
01,3851516,79
01,3851517,11
01,3851522,22
01,3851524,112
01,3851534,215262
01,3851535,16
01,3851537,3274454
01,3851538,2028103
01,3851539,6717
01,3851540,2815
01,3851541,2235688
01,3851545,105592
01,3851547,8577
01,3851548,7
01,3851549,144
01,3851550,810
01,3851551,59190
01,3851552,38
01,3851559,1419765
01,3851560,268140
01,3851561,18438
01,3851562,352172
01,3851565,153528
01,3851567,1
01,3851574,33700
01,3851575,4343
01,3851577,5845
01,3851579,957
01,3851581,6071
01,3851582,1527
01,3851587,9481
01,3851588,17757
01,3851589,5
01,3851591,22581
01,3851592,45708
01,3851609,12850
01,3851611,25
01,3851618,121379
01,3851621,896
01,3851639,3
01,3851648,12055
01,3851649,14458
01,3851655,168182
01,3851656,47975
01,3851660,361581
01,3851664,101856
01,3851666,25171
01,3851667,7640
01,3851669,178371
01,3851670,357
01,3851671,30
01,3851672,114483
01,3851685,31887
01,3851696,1
01,3851697,3
01,3851698,2118
01,3851707,4880
01,3851715,1
01,3851716,3
01,3851730,501875
01,3851735,35843
01,3851754,175807
01,3851767,42919
01,3851769,3
01,3851770,2
01,3851772,2
01,3851775,1937
01,3851778,3
01,3851783,157089
01,3851784,354151
01,3851788,101572
01,3851792,830184
01,3851803,21675
01,3851804,1343
01,3851806,7
01,3851808,5
01,3851816,79163
01,3851832,5
01,3851839,339
01,3851840,26
01,3851842,108
01,3851849,7345
01,3851850,407062
01,3851856,38124
01,3851857,4086
01,3851861,497
01,3851862,236592
01,3851864,116939
01,3851894,38
01,3851895,6
01,3851900,7530
01,3851901,7292
01,3851903,12479
01,3851904,619
01,3851905,1117909
01,3851918,1
01,3851934,9560
01,3851936,742
01,3851937,374
01,3851941,16297
01,3851942,55284
01,3851943,4836
01,3851944,7162
01,3851951,211
01,3851953,650
01,3851956,107903
01,3851957,94131
01,3851961,5480
01,3851963,1498
01,3851964,299
01,3851965,339
01,3851975,7
01,3851989,10
01,3851994,2420563
01,3851997,4511
01,3851998,23
01,3851999,166
01,3852012,56
01,3852016,9
01,3852017,365
01,3852018,1
01,3852032,7619
01,3852035,8200119
01,3852038,8981
01,3852039,16238
01,3852040,17322
01,3852041,1910
01,3852042,6
01,3852043,432
01,3852044,673185
01,3852045,3816
01,3852046,30445
01,3852047,911379
01,3852064,10639
01,3852065,266036
01,3852096,29462
01,3852105,5
01,3852106,8924
01,3852107,21479
01,3852108,9013
01,3852109,600122
01,3852110,309930
01,3852111,402153
01,3852112,194
01,3852113,64537
01,3852129,133157
01,3852130,238954
01,3852142,4852
01,3852143,2302
01,3852144,13126
01,3852145,5168
01,3852146,1571
01,3852147,24947
01,3852148,4
01,3852150,6
01,3852151,5121
01,3852152,2349
01,3852153,351
01,3852154,1995
01,3852158,12450
01,3852160,75131
01,3852161,485848
01,3852165,21081
01,3852166,85151
01,3852167,1258
01,3852168,6692
01,3852169,199675
01,3852170,24356
01,3852171,41487
01,3852172,31714
01,3852191,2825799
01,3852200,46
01,3852201,57
01,3852203,2935
01,3852204,1236
01,3852205,1981
01,3852206,1826
01,3852207,635
01,3852210,2300
01,3852212,7008
01,3852223,16867
01,3852226,113396
01,3852228,2817135
01,3852229,2919
01,3852237,2
01,3852256,1347489
01,3852257,12608
01,3852259,6588
01,3852268,5
01,3852278,49213
01,3852287,50175
01,3852294,793
01,3852305,3
01,3852313,28675
01,3852322,20588
01,3852341,8360
01,3852342,401
01,3852345,10875
01,3852350,3122
01,3852352,2907
01,3852364,160
01,3852366,20793
01,3852370,15175
01,3852388,2168
01,3852389,2430
01,3852416,20090
01,3852417,6554
01,3852423,299
01,3852424,155
01,3852425,2601
01,3852426,1109
01,3852429,11
01,3852430,28
01,3852431,617
01,3852434,116813
01,3852437,633359
01,3852447,8074
01,3852448,7519528
01,3852449,5078
01,3852451,28930
01,3852452,2965
01,3852458,1815
01,3852460,19
01,3852461,413
01,3852462,976
01,3852463,813
01,3852468,565
01,3852469,323
01,3852475,3044
01,3852482,81
01,3852489,1083
01,3852490,86
01,3852504,3331084
01,3852505,211820
01,3852507,508696
01,3852508,21806
01,3852509,611
01,3852514,2376114
01,3852517,62106
01,3852518,241285
01,3852520,266401
01,3852530,360
01,3852539,38735
01,3852543,42
01,3852548,3801
01,3852550,9321
01,3852551,14
01,3852552,14
01,3852573,586
01,3852578,1428
01,3852579,44
01,3852582,93987
01,3852587,184497
01,3852590,41966
01,3852604,7227
01,3852614,99855
01,3852615,5010
01,3852616,39022
01,3852617,3574
01,3852618,333
01,3852619,1353
01,3852621,172
01,3852622,62
01,3852623,42
01,3852624,35
01,3852625,20
01,3852627,2050
01,3852629,1151
01,3852634,1108
01,3852642,5
01,3852655,42810
01,3852657,47317
01,3852658,20271
01,3852663,4715825
01,3852665,26016
01,3852666,127676
01,3852667,109321
01,3852668,25857
01,3852669,20516
01,3852671,36584
01,3852672,29712
01,3852673,14403
01,3852674,11723
01,3852675,3186
01,3852676,8184
01,3852680,1802887
01,3852694,4942
01,3852695,2636
01,3852708,2570
01,3852709,1906
01,3852718,36
01,3852721,459
01,3852724,21
01,3852725,478
01,3852742,16853
01,3852743,631
01,3852754,5
01,3852757,51
01,3852759,1310
01,3852760,4663
01,3852761,96
01,3852767,7657
01,3852768,77
01,3852787,9880
01,3852798,1522
01,3852799,6629
01,3852804,6314319
01,3852805,6444478
01,3852806,271976
01,3852807,2345
01,3852808,2692
01,3852809,14
01,3852818,18970
01,3852837,622
01,3852841,447667
01,3852842,3703844
01,3852844,4596
01,3852848,354862
01,3852849,83111
01,3852850,318
01,3852862,36729
01,3852863,76
01,3852867,42
01,3852868,3
01,3852869,35
01,3852870,42
01,3852871,24
01,3852872,42
01,3852873,30
01,3852874,30
01,3852879,2400
01,3852880,116
01,3852881,139
01,3852882,123
01,3852885,10913
01,3852888,16
01,3852895,970
01,3852941,3182
01,3852949,24395854
01,3852951,302272
01,3852958,5193
01,3852959,349
01,3852965,14492
01,3852966,49368
01,3852967,235831
01,3852968,115867
01,3852971,2395
01,3852974,69
01,3852977,362225
01,3852979,429495
01,3852980,449588
01,3852981,27152
01,3852994,2476
01,3852995,79069
01,3852996,49080
01,3853001,1783198
01,3853014,6638
01,3853016,15
01,3853020,6
01,3853023,570
01,3853027,5
01,3853032,3115
01,3853033,4754
01,3853036,2196451
01,3853071,54454
01,3853072,1784
01,3853073,318654
01,3853075,25520
01,3853077,4600
01,3853079,1263207
01,3853080,19
01,3853082,54
01,3853096,5080
01,3853097,3800
01,3853103,25
01,3853104,31
01,3853105,24
01,3853106,28086
01,3853107,13
01,3853108,16
01,3853109,25
01,3853110,30
01,3853111,25
01,3853112,23
01,3853117,1230
01,3853119,538
01,3853120,238
01,3853121,47
01,3853122,2263
01,3853124,81
01,3853125,10
01,3853128,52
01,3853130,24
01,3853131,6
01,3853133,131
01,3853134,7549
01,3853135,22
01,3853136,15
01,3853137,667
01,3853138,15
01,3853139,15
01,3853140,4
01,3853141,921
01,3853142,470
01,3853143,2
01,3853145,6
01,3853146,20
01,3853147,16
01,3853148,6
01,3853149,256
01,3853150,561
01,3853151,333
01,3853152,748
01,3853153,2
01,3853154,5
01,3853156,2
01,3853159,10
01,3853160,665
01,3853162,34
01,3853166,20147
01,3853167,129205
01,3853172,65642
01,3853174,1212
01,3853175,3071
01,3853176,8967
01,3853177,9762
01,3853178,367804
01,3853181,3457
01,3853183,1
01,3853186,1789
01,3853187,544
01,3853188,54846
01,3853190,18
01,3853191,1219
01,3853192,2722
01,3853193,2
01,3853194,289
01,3853195,1887
01,3853197,64918
01,3853198,64956
01,3853199,36929
01,3853202,8208
01,3853205,771
01,3853207,148393
01,3853212,16466
01,3853213,311
01,3853220,3
01,3853222,1
01,3853224,31
01,3853225,22
01,3853228,75
01,3853231,6155
01,3853232,53
01,3853242,43002
01,3853243,7388
01,3853244,606
01,3853245,2837
01,3853246,12313
01,3853247,74236
01,3853248,315
01,3853249,2476486
01,3853253,28580
01,3853254,392294
01,3853255,1468
01,3853256,200697
01,3853259,2771
01,3853260,12169
01,3853262,3792
01,3853264,17166
01,3853265,600
01,3853266,1013
01,3853267,3649
01,3853269,61663
01,3853270,2647
01,3853271,6331
01,3853272,3107
01,3853273,62
01,3853274,1426
01,3853275,1206
01,3853276,364
01,3853277,3259
01,3853279,6762
01,3853285,1887
01,3853312,24919
01,3853313,2869099
01,3853316,1801
01,3853323,9987
01,3853328,12686
01,3853330,313128
01,3853331,574
01,3853332,4960
01,3853333,12837
01,3853334,3990
01,3853335,574
01,3853345,36444
01,3853375,116918
01,3853376,2191647
01,3853377,563
01,3853378,2166
01,3853386,173115
01,3853389,613069
01,3853403,445681
01,3853404,505988
01,3853405,148
01,3853410,10553
01,3853414,5467
01,3853417,2208
01,3853418,13026
01,3853419,31865
01,3853420,7412
01,3853421,3121
01,3853429,6
01,3853444,34525
01,3853448,160
01,3853449,848
01,3853450,274
01,3853453,3996
01,3853455,2559
01,3853458,276
01,3853459,40
01,3853486,157250
01,3853487,12
01,3853496,6032
01,3853497,17365987
01,3853502,97091
01,3853504,609810
01,3853505,96497
01,3853516,5686
01,3853518,3
01,3853525,120882
01,3853531,7609
01,3853532,7066
01,3853533,3061
01,3853534,9044
01,3853536,6456
01,3853537,6164
01,3853538,7627
01,3853540,2837
01,3853541,6360
01,3853542,1829
01,3853543,695
01,3853544,489
01,3853545,1338
01,3853546,153
01,3853547,177
01,3853548,425
01,3853550,3
01,3853551,3
01,3853552,843
01,3853554,989545
01,3853555,354603
01,3853556,2072216
01,3853557,38333
01,3853559,7682
01,3853565,107875
01,3853569,2
01,3853571,40272
01,3853572,3
01,3853574,3176864
01,3853575,84199
01,3853576,235556
01,3853587,3533
01,3853589,1084050
01,3853596,821829
01,3853597,131388
01,3853622,71
01,3853626,82987
01,3853627,20334
01,3853628,27324
01,3853629,8296
01,3853630,5223
01,3853631,6698
01,3853632,10004
01,3853633,7898
01,3853634,4452
01,3853635,5168
01,3853636,8566
01,3853637,35744
01,3853638,8625
01,3853639,1550
01,3853653,590
01,3853654,43
01,3853655,90865
01,3853656,1126
01,3853657,59
01,3853659,91
01,3853660,5868
01,3853661,380
01,3853663,8725
01,3853664,8713
01,3853665,16105
01,3853668,11198
01,3853671,762
01,3853672,41
01,3853674,1746
01,3853675,77
01,3853677,40
01,3853679,1
01,3853680,824
01,3853681,932
01,3853682,880
01,3853683,12896
01,3853684,3795
01,3853685,133587
01,3853689,54
01,3853708,149
01,3853711,992
01,3853713,11289
01,3853714,100
01,3853715,585
01,3853716,76408
01,3853717,155
01,3853730,360
01,3853731,991
01,3853740,706979
01,3853741,718213
01,3853747,62780
01,3853748,337
01,3853749,138169
01,3853752,756567
01,3853777,363090
01,3853778,37341
01,3853779,157
01,3853794,5804
01,3853795,1046
01,3853796,745675
01,3853797,317896
01,3853798,107
01,3853799,133
01,3853800,1710
01,3853801,234
01,3853802,27
01,3853804,218311
01,3853806,2
01,3853807,4
01,3853808,500
01,3853809,276
01,3853811,7588
01,3853816,1
01,3853817,3099682
01,3853850,1443
01,3853851,7961
01,3853856,3018
01,3853858,1198
01,3853859,25888
01,3853869,28
01,3853880,31620
01,3853884,2337491
01,3853885,788544
01,3853887,79
01,3853902,293022
01,3853913,7935
01,3853915,156
01,3853916,5
01,3853917,111016
01,3853918,1
01,3853928,732450
01,3853929,920051
01,3853931,17848
01,3853932,1416757
01,3853936,19
01,3853942,142
01,3853945,2027
01,3853947,10765
01,3853949,60476
01,3853950,11
01,3853953,208
01,3853954,7964
01,3853955,40334
01,3853983,14
01,3853986,883
01,3853987,1973
01,3853988,2483
01,3853990,31
01,3853994,1412
01,3853997,65986
01,3854001,648
01,3854003,252
01,3854010,10291
01,3854014,45708
01,3854015,319596
01,3854017,1111
01,3854018,57184
01,3854019,1340
01,3854020,28202
01,3854021,3183
01,3854022,3553
01,3854023,2426
01,3854025,34
01,3854028,13115
01,3854029,86
01,3854035,58079
01,3854038,30525
01,3854046,189220
01,3854047,45323
01,3854048,109446
01,3854051,243427
01,3854057,708
01,3854066,6
01,3854077,72430
01,3854079,10485
01,3854089,48683
01,3854090,90368
01,3854092,1231
01,3854093,41973
01,3854097,5384
01,3854101,4950
01,3854102,55384
01,3854103,223284
01,3854110,4986
01,3854113,14907
01,3854114,4409
01,3854115,50072
