date,supply_id,total_possible_utilization
10,3855453,191
10,3855454,543
10,3855459,7735
10,3855462,2932
10,3855463,2277
10,3855465,1476
10,3855466,3648
10,3855472,1054
10,3855474,182079
10,3855479,47040
10,3855481,12055
10,3855482,2279274
10,3855486,1305
10,3855488,1226
10,3855490,16
10,3855491,590
10,3855492,128
10,3855498,54988
10,3855499,1
10,3855500,3
10,3855501,6
10,3855503,31799
10,3855504,61654
10,3855506,43531
10,3855507,6
10,3855508,50200
10,3855510,5
10,3855512,10
10,3855514,38
10,3855519,4383
10,3855520,101769
10,3855522,8589
10,3855524,9296
10,3855525,2380
10,3855526,1
10,3855527,7079
10,3855528,471
10,3855529,1
10,3855537,1
10,3855540,1
10,3855545,40594
10,3855547,16331
10,3855548,1091
10,3855553,98152
10,3855560,4
10,3855566,1
10,3855567,34
10,3855568,3
10,3855569,25
10,3855570,1296
10,3855572,221224
10,3855573,224645
10,3855575,220040
10,3855576,49744
10,3855581,2
10,3855584,17
10,3855585,20174
10,3855586,2
10,3855587,13
10,3855588,50
11,853,4902
11,919,400268
11,944,47593
11,3844421,442316
11,3844438,3
11,3844440,68
11,3844441,500
11,3844442,7
11,3844449,5454
11,3844459,36
11,3844480,88884
11,3844517,1323
11,3844518,865
11,3844548,3398
11,3844564,260610
11,3844570,12549
11,3844571,36939418
11,3844582,53
11,3844583,394
11,3844593,2235
11,3844610,118
11,3844621,179
11,3844628,36611
11,3844635,2348
11,3844651,154802
11,3844654,2
11,3844656,2328
11,3844657,989
11,3844658,990
11,3844659,579
11,3844684,1992133
11,3844692,51038
11,3844702,12672
11,3844709,250206
11,3844727,7
11,3844778,9775
11,3844785,29
11,3844786,864
11,3844790,233905
11,3844812,1364126
11,3844831,6888
11,3844834,904266
11,3844841,155
11,3844843,655
11,3844866,578
11,3844871,1061
11,3844873,475
11,3844929,87332
11,3844934,4444
11,3844945,447
11,3844946,1917
11,3844947,700
11,3844950,681
11,3844962,74851
11,3845009,1287773
11,3845025,564
11,3845026,553
11,3845041,109
11,3845042,1244
11,3845049,22
11,3845050,18
11,3845051,29992
11,3845067,107291
11,3845079,69
11,3845086,58655
11,3845088,296824
11,3845096,3484066
11,3845098,84137
11,3845249,4533
11,3845260,467362
11,3845261,22347
11,3845297,1680434
11,3845368,36337
11,3845389,45
11,3845435,76956
11,3845437,1427
11,3845438,526
11,3845441,1
11,3845471,3732
11,3845472,1096
11,3845478,10173
11,3845490,54
11,3845493,73602
11,3845494,61482
11,3845510,149
11,3845515,24
11,3845518,504
11,3845522,172
11,3845527,917
11,3845532,75
11,3845551,216117
11,3845559,4881
11,3845572,3294540
11,3845582,31069
11,3845593,457140
11,3845598,12248
11,3845604,2129610
11,3845607,310
11,3845616,22023
11,3845632,215
11,3845633,23
11,3845634,24
11,3845637,14
11,3845638,45
11,3845639,1
11,3845649,241
11,3845653,19
11,3845655,1238
11,3845656,18
11,3845663,4
11,3845664,401
11,3845665,1121
11,3845666,289
11,3845706,672652
11,3845762,11649
11,3845858,8
11,3845859,190271
11,3845860,98699
11,3845878,2042
11,3845879,4888
11,3845888,235
11,3845889,3108335
11,3845892,124358
11,3845905,21
11,3845906,862
11,3845947,16
11,3845976,298
11,3845977,10
11,3845978,1
11,3845979,96
11,3845993,10870716
11,3845999,787
11,3846003,2207951
11,3846004,2055
11,3846015,4760
11,3846025,1
11,3846090,504297
11,3846094,838
11,3846101,1634
11,3846113,144
11,3846117,84
11,3846119,985
11,3846121,43
11,3846123,41271
11,3846132,7434
11,3846144,2665248
11,3846157,11539
11,3846160,12616
11,3846162,6095
11,3846163,4336
11,3846206,3932
11,3846207,4
11,3846212,10267
11,3846216,3
11,3846249,237491
11,3846252,4064
11,3846257,34652
11,3846258,136345
11,3846273,9498
11,3846283,2866607
11,3846319,95
11,3846335,6997
11,3846364,120
11,3846369,29709
11,3846378,64086
11,3846379,66734
11,3846380,21111
11,3846382,15071
11,3846390,244
11,3846402,5
11,3846437,1
11,3846441,37
11,3846455,4607
11,3846478,3159
11,3846489,4246
11,3846502,1281219
11,3846510,95766
11,3846512,727424
11,3846514,748697
11,3846525,431506
11,3846598,75
11,3846617,1664
11,3846618,27405
11,3846621,2831
11,3846630,43
11,3846642,451
11,3846644,1
11,3846645,4069
11,3846652,24229
11,3846653,19029
11,3846654,1566
11,3846655,7281
11,3846659,62281
11,3846660,21428
11,3846661,3857
11,3846667,662
11,3846669,202
11,3846711,670566
11,3846727,309
11,3846736,25905
11,3846737,23106
11,3846745,228
11,3846746,521
11,3846766,696
11,3846772,357
11,3846775,1180632
11,3846776,842878
11,3846777,1462658
11,3846783,405
11,3846784,295
11,3846831,385
11,3846842,1
11,3846860,100
11,3846862,1887
11,3846863,2412
11,3846864,11361
11,3846866,4385
11,3846867,4143
11,3846877,42340
11,3846882,57636
11,3846883,152525
11,3846885,3656461
11,3846907,2387
11,3846908,511
11,3846909,3425
11,3846922,1041912
11,3846946,242560
11,3846947,50074
11,3846952,236
11,3846953,1003
11,3846954,1141
11,3846977,2534
11,3846978,14856
11,3847003,123
11,3847019,206689
11,3847020,82360
11,3847029,6596
11,3847064,264999
11,3847066,44096
11,3847081,18
11,3847098,135
11,3847106,191
11,3847117,915052
11,3847145,37627
11,3847146,1967307
11,3847149,157628
11,3847176,358100
11,3847187,296358
11,3847217,1
11,3847218,1255
11,3847263,1101
11,3847264,3
11,3847266,182
11,3847270,118288
11,3847272,68000
11,3847303,5
11,3847321,16072370
11,3847333,1
11,3847341,47314
11,3847363,92
11,3847371,5008870
11,3847375,1
11,3847386,588
11,3847394,40577
11,3847395,10043
11,3847396,69184
11,3847399,18
11,3847400,12
11,3847401,78
11,3847402,58967
11,3847404,766
11,3847414,586185
11,3847420,2140
11,3847422,1
11,3847438,53605
11,3847439,69774
11,3847440,1139978
11,3847441,1006107
11,3847442,578190
11,3847443,3711436
11,3847444,156778
11,3847452,336
11,3847453,1190714
11,3847454,45575
11,3847455,211
11,3847520,39116
11,3847521,23015
11,3847522,10714
11,3847529,51
11,3847548,8220759
11,3847551,1107
11,3847562,26875
11,3847568,8070
11,3847608,38
11,3847626,26253
11,3847629,12
11,3847630,62
11,3847631,4
11,3847636,1039462
11,3847638,36338
11,3847640,1067
11,3847642,17907
11,3847650,25557937
11,3847651,85
11,3847654,21536
11,3847659,176682
11,3847660,2728
11,3847661,179
11,3847662,458
11,3847663,427773
11,3847666,13716
11,3847667,355630
11,3847668,30
11,3847670,100
11,3847671,18544
11,3847673,701826
11,3847674,1965
11,3847675,127877
11,3847677,1875
11,3847678,131491
11,3847679,10706
11,3847682,1240744
11,3847683,485655
11,3847743,189
11,3847748,261
11,3847749,1064
11,3847751,1004
11,3847760,4
11,3847761,997709
11,3847762,1703933
11,3847765,233207
11,3847766,5081
11,3847767,1250329
11,3847768,104
11,3847772,34
11,3847783,22596
11,3847784,27
11,3847788,194
11,3847827,285047
11,3847828,170572
11,3847829,2260
11,3847830,2731
11,3847831,560
11,3847832,37851
11,3847841,67935
11,3847851,19
11,3847869,286860
11,3847903,1
11,3847904,46
11,3847940,4728
11,3847944,4870
11,3847962,2
11,3847963,939
11,3847968,1243
11,3847969,321
11,3847970,3090
11,3847974,68158
11,3847977,469
11,3847979,30428
11,3847980,17375
11,3847981,685451
11,3847984,18217
11,3847992,776
11,3847994,548
11,3847998,86
11,3847999,129
11,3848001,22
11,3848002,28
11,3848003,726
11,3848004,97
11,3848005,24
11,3848013,1
11,3848015,21313
11,3848019,302
11,3848023,22
11,3848026,553
11,3848031,512356
11,3848039,114
11,3848043,37259447
11,3848044,201220
11,3848045,170251
11,3848047,572
11,3848050,1295
11,3848051,1
11,3848052,4
11,3848073,1517
11,3848078,230520
11,3848079,205823
11,3848082,159688
11,3848083,598
11,3848084,229180
11,3848085,143922
11,3848090,326704
11,3848094,22
11,3848098,14434
11,3848099,1020
11,3848113,2
11,3848124,6
11,3848130,63
11,3848133,2
11,3848141,58
11,3848149,13284368
11,3848155,2
11,3848186,18204
11,3848187,34068
11,3848188,1176
11,3848189,13
11,3848190,19
11,3848191,3
11,3848210,105
11,3848214,39302
11,3848215,73430
11,3848216,13134
11,3848218,205693
11,3848220,54022
11,3848232,1038
11,3848249,4705606
11,3848250,3341072
11,3848251,329656
11,3848271,2
11,3848284,26579
11,3848287,152441
11,3848295,70
11,3848307,3773
11,3848318,564
11,3848322,911
11,3848323,11313
11,3848324,664
11,3848325,41
11,3848332,168
11,3848335,1988
11,3848339,119
11,3848341,48
11,3848385,347214
11,3848396,273
11,3848398,233503
11,3848408,93074
11,3848413,1
11,3848416,8375
11,3848417,2259
11,3848418,608
11,3848419,537
11,3848422,2530
11,3848423,11243
11,3848424,640
11,3848425,7123453
11,3848431,18892
11,3848448,162
11,3848449,31
11,3848450,13825
11,3848452,2590
11,3848454,79431
11,3848455,2
11,3848457,2
11,3848459,1256451
11,3848460,1187784
11,3848462,980
11,3848484,3
11,3848494,120577
11,3848495,93083
11,3848514,14887
11,3848521,604
11,3848559,658187
11,3848574,24181
11,3848589,32941
11,3848598,74
11,3848599,2058
11,3848607,211
11,3848620,390491
11,3848655,439812
11,3848656,241841
11,3848668,304394
11,3848669,76451
11,3848678,3874
11,3848680,25
11,3848682,6
11,3848684,15991
11,3848694,2
11,3848696,2
11,3848703,750866
11,3848707,1579
11,3848709,1007
11,3848711,29147
11,3848724,32
11,3848725,2
11,3848731,3
11,3848732,1
11,3848750,3225
11,3848753,761
11,3848756,7557
11,3848787,432
11,3848808,4
11,3848824,1917667
11,3848834,218
11,3848844,633
11,3848849,195
11,3848854,347
11,3848855,21
11,3848857,7
11,3848858,13
11,3848862,2149
11,3848865,5
11,3848868,4
11,3848878,103
11,3848884,4
11,3848885,28
11,3848906,126408
11,3848911,3
11,3848921,7
11,3848924,2612
11,3848930,2
11,3848946,9149
11,3848947,169408
11,3848966,67
11,3848978,12
11,3848996,657
11,3848997,15589
11,3848998,5337
11,3849003,83
11,3849004,58
11,3849005,4
11,3849006,9
11,3849007,121
11,3849020,3
11,3849027,46075
11,3849029,18287594
11,3849030,465723
11,3849037,22905
11,3849038,10
11,3849041,87432
11,3849048,2376484
11,3849057,1054
11,3849077,135861
11,3849083,1
11,3849087,13
11,3849099,64
11,3849151,7
11,3849152,19
11,3849154,6
11,3849156,6
11,3849168,27
11,3849179,63
11,3849180,164
11,3849181,166
11,3849183,83
11,3849186,12361
11,3849187,775
11,3849189,29617
11,3849193,4463
11,3849194,2321
11,3849195,2388
11,3849197,102
11,3849200,12871
11,3849207,202
11,3849209,212
11,3849210,172
11,3849211,64
11,3849221,850
11,3849222,1383
11,3849224,1
11,3849225,8399
11,3849226,4166
11,3849333,3915995
11,3849334,6837196
11,3849346,178634
11,3849380,140027
11,3849384,83335
11,3849385,356
11,3849387,93491
11,3849389,2
11,3849390,479461
11,3849391,101792
11,3849392,6
11,3849394,51
11,3849401,220427
11,3849402,13595
11,3849403,21390
11,3849410,1377
11,3849411,27046
11,3849413,3
11,3849440,15712
11,3849446,8
11,3849467,1305
11,3849469,393
11,3849470,12
11,3849471,93883
11,3849472,11214344
11,3849487,285398
11,3849489,198
11,3849499,291
11,3849500,16711
11,3849501,48556
11,3849512,29
11,3849513,6431
11,3849529,19947
11,3849530,333750
11,3849531,7208
11,3849532,6271
11,3849533,23054
11,3849534,451020
11,3849535,19459
11,3849536,4178
11,3849537,24359
11,3849557,134893
11,3849558,12628
11,3849559,273192
11,3849562,247265
11,3849563,196
11,3849669,113749
11,3849670,485134
11,3849672,1433824
11,3849720,2460
11,3849743,932891
11,3849755,43451
11,3849756,1768
11,3849757,5116
11,3849759,1110
11,3849835,3
11,3849845,49
11,3849846,3689
11,3849847,289
11,3849848,40318
11,3849851,183116
11,3849853,4
11,3849857,28
11,3849858,34
11,3849860,139
11,3849879,3656
11,3849880,3022
11,3849885,8
11,3849890,1
11,3849895,22
11,3849909,3834
11,3849910,187759
11,3849911,65645
11,3849914,83972
11,3849917,7228746
11,3849932,15
11,3849935,65589
11,3849945,934
11,3849967,5241
11,3849968,2219
11,3849969,245
11,3849970,288
11,3849979,2129933
11,3849980,1
11,3850021,4
11,3850022,28
11,3850035,48976
11,3850042,213374
11,3850045,1379517
11,3850047,70645
11,3850062,2
11,3850067,8
11,3850072,92555
11,3850075,7
11,3850078,6
11,3850080,12620
11,3850082,1
11,3850090,947
11,3850091,24462
11,3850112,471604
11,3850126,60
11,3850127,335
11,3850133,677399
11,3850136,709771
11,3850137,364
11,3850143,4
11,3850149,435
11,3850155,1273
11,3850157,752
11,3850162,440355
11,3850163,445554
11,3850168,25155215
11,3850172,8327
11,3850179,7696
11,3850180,34
11,3850194,1091
11,3850208,6
11,3850227,2156
11,3850230,5033
11,3850244,10
11,3850253,115
11,3850254,84
11,3850276,24
11,3850278,239
11,3850279,389
11,3850280,21
11,3850283,1259
11,3850291,176
11,3850293,5
11,3850294,15684
11,3850298,1406
11,3850308,4
11,3850313,39357
11,3850321,12179
11,3850326,11647
11,3850327,8026
11,3850328,4216
11,3850329,991
11,3850344,1695
11,3850345,1359
11,3850351,21
11,3850354,97873
11,3850356,536989
11,3850358,9296
11,3850363,8651
11,3850365,1
11,3850372,21046
11,3850375,917
11,3850390,1870
11,3850396,54800
11,3850397,16523
11,3850404,22
11,3850406,16971831
11,3850409,49
11,3850410,179
11,3850424,1663
11,3850434,83447
11,3850438,28423813
11,3850446,753
11,3850458,756322
11,3850465,36989
11,3850468,625
11,3850474,7808
11,3850475,38
11,3850476,212
11,3850480,68
11,3850486,6
11,3850487,22965
11,3850515,279726
11,3850516,124900
11,3850518,177920
11,3850526,318175
11,3850528,1746
11,3850533,9265
11,3850538,188
11,3850539,18
11,3850549,229096
11,3850552,7
11,3850553,2
11,3850555,2321
11,3850558,548580
11,3850562,306
11,3850563,1758
11,3850565,516
11,3850579,61823
11,3850581,399549
11,3850586,14022
11,3850588,5737668
11,3850592,1399
11,3850595,119862
11,3850596,13815
11,3850603,1
11,3850604,2816
11,3850605,252
11,3850606,10551
11,3850609,33
11,3850612,18
11,3850618,454
11,3850619,1624
11,3850621,35
11,3850627,3
11,3850628,13
11,3850632,65923
11,3850633,42
11,3850634,3931
11,3850635,25
11,3850636,2335
11,3850637,90
11,3850642,63
11,3850643,2
11,3850645,101
11,3850646,181
11,3850660,226
11,3850661,1489
11,3850665,2207
11,3850667,14
11,3850677,32
11,3850678,78535
11,3850685,194852
11,3850689,921
11,3850690,105
11,3850691,107
11,3850692,95
11,3850693,96
11,3850694,84
11,3850695,83
11,3850696,101
11,3850697,664
11,3850698,18
11,3850699,1177
11,3850709,603084
11,3850711,242270
11,3850717,393
11,3850718,18
11,3850730,63
11,3850780,1471
11,3850782,8
11,3850783,5688
11,3850788,1087
11,3850801,1586369
11,3850812,18
11,3850813,5
11,3850825,1985
11,3850828,605
11,3850829,2734
11,3850830,99
11,3850831,4887
11,3850832,256810
11,3850833,80359
11,3850834,8618
11,3850835,10738
11,3850836,3288
11,3850837,3310
11,3850838,8076
11,3850839,369
11,3850840,860
11,3850841,2731
11,3850845,9
11,3850846,33
11,3850853,5
11,3850854,18
11,3850856,5
11,3850857,83
11,3850858,46
11,3850871,33
11,3850874,8630
11,3850876,7370
11,3850896,81
11,3850898,1390
11,3850899,48
11,3850919,2866
11,3850920,77
11,3850922,1213
11,3850945,1319
11,3850946,1507
11,3850957,256
11,3850972,102
11,3850975,55292
11,3850980,19634
11,3850982,18347
11,3850983,2371
11,3850990,2
11,3851001,22
11,3851002,17
11,3851003,17
11,3851004,22
11,3851005,28
11,3851006,24447
11,3851007,1252
11,3851008,13910
11,3851022,2484
11,3851032,1
11,3851035,166169
11,3851036,165814
11,3851042,35782
11,3851045,106539
11,3851046,22871
11,3851048,2995
11,3851049,7850
11,3851054,1347
11,3851065,7122120
11,3851075,259510
11,3851076,376
11,3851113,151095
11,3851127,7226
11,3851128,1
11,3851147,48670875
11,3851153,94
11,3851183,47372
11,3851189,31533
11,3851190,129215
11,3851191,1330577
11,3851192,63524
11,3851193,379992
11,3851194,318400
11,3851195,104758
11,3851196,381070
11,3851197,9799
11,3851199,333
11,3851221,1346
11,3851237,485729
11,3851242,112
11,3851255,274564
11,3851268,38326
11,3851292,1225479
11,3851300,219
11,3851301,31
11,3851303,30
11,3851305,29
11,3851306,45688
11,3851307,16
11,3851310,213
11,3851312,13228
11,3851316,1
11,3851317,350
11,3851335,99
11,3851341,20165
11,3851344,46248
11,3851355,8
11,3851377,17
11,3851391,916
11,3851393,99488
11,3851394,81257
11,3851400,15
11,3851402,414365
11,3851406,7935
11,3851407,1221276
11,3851408,1100
11,3851409,66
11,3851410,202798
11,3851417,4725806
11,3851418,56
11,3851419,29
11,3851420,29
11,3851421,23
11,3851423,5
11,3851442,2975
11,3851445,32352
11,3851446,306953
11,3851447,40198
11,3851449,16
11,3851452,1730
11,3851458,65737
11,3851459,399414
11,3851463,1994
11,3851472,1
11,3851509,286585
11,3851510,401380
11,3851513,31395
11,3851514,68
11,3851515,2226
11,3851516,27
11,3851517,53
11,3851521,1
11,3851522,6
11,3851524,10
11,3851534,295534
11,3851535,18
11,3851537,19343
11,3851538,5095
11,3851539,1449
11,3851540,2118
11,3851541,62969
11,3851545,6702
11,3851547,579189
11,3851548,280347
11,3851550,1
11,3851551,115
11,3851559,1042880
11,3851560,305818
11,3851561,1069
11,3851562,280885
11,3851563,2
11,3851565,146195
11,3851574,19867
11,3851575,2693
11,3851577,2732
11,3851579,615
11,3851581,2538
11,3851582,725
11,3851589,2581
11,3851591,136575
11,3851592,3199
11,3851607,1
11,3851609,9501
11,3851611,35
11,3851618,153336
11,3851621,98529
11,3851639,3
11,3851648,11220
11,3851649,14977
11,3851650,6
11,3851655,149487
11,3851656,20653
11,3851660,85
11,3851664,42502
11,3851666,19362
11,3851667,4570
11,3851669,6876
11,3851670,52
11,3851671,103
11,3851672,139979
11,3851685,2742
11,3851686,29
11,3851696,2
11,3851707,6285
11,3851708,1
11,3851716,1
11,3851730,229772
11,3851735,6414
11,3851754,7944
11,3851767,3
11,3851769,650
11,3851770,5339
11,3851772,3756
11,3851775,3231
11,3851778,8
11,3851783,331419
11,3851784,409287
11,3851788,150182
11,3851792,505626
11,3851803,2090
11,3851804,715
11,3851806,12
11,3851808,7
11,3851816,213815
11,3851839,54
11,3851840,1
11,3851842,62
11,3851849,131121
11,3851850,958372
11,3851856,32376
11,3851857,5042
11,3851861,341
11,3851862,306424
11,3851864,16815
11,3851900,6606
11,3851901,5748
11,3851903,11947
11,3851904,1042
11,3851905,1013570
11,3851916,1
11,3851918,3
11,3851934,23005
11,3851936,810
11,3851937,211
11,3851941,5853
11,3851942,43979
11,3851943,533
11,3851944,3257
11,3851951,495
11,3851953,1580
11,3851956,81730
11,3851957,67207
11,3851961,507
11,3851963,1548
11,3851964,21
11,3851965,159
11,3851969,1
11,3851970,1654
11,3851975,8
11,3851989,24
11,3851994,2487661
11,3851997,4260
11,3851998,28
11,3851999,164
11,3852012,47
11,3852016,15
11,3852017,78
11,3852018,1827
11,3852032,8723
11,3852035,5079362
11,3852038,188117
11,3852039,16259
11,3852040,79090
11,3852041,14646
11,3852042,960
11,3852043,382
11,3852044,656365
11,3852045,8335
11,3852046,596
11,3852047,1045505
11,3852064,8558
11,3852065,14383
11,3852096,10051
11,3852105,4
11,3852106,26756
11,3852107,32498
11,3852108,8577
11,3852109,341643
11,3852110,237528
11,3852111,515326
11,3852112,154
11,3852113,62782
11,3852129,115016
11,3852130,181628
11,3852142,2045
11,3852143,1254
11,3852144,41170
11,3852145,2663
11,3852146,1274
11,3852147,16555
11,3852151,4884
11,3852152,1836
11,3852153,220
11,3852158,13744
11,3852160,61997
11,3852161,51704
11,3852162,2
11,3852165,52999
11,3852166,43776
11,3852167,883
11,3852168,10626
11,3852169,126310
11,3852170,4281
11,3852171,31028
11,3852172,21844
11,3852191,1250829
11,3852200,74
11,3852201,8828
11,3852203,4991
11,3852204,2617
11,3852205,19106
11,3852206,3310
11,3852207,4629
11,3852208,7684
11,3852209,76752
11,3852210,4089
11,3852212,4352
11,3852223,12074
11,3852226,101405
11,3852228,362946
11,3852229,3390
11,3852256,1557532
11,3852257,7839
11,3852259,154
11,3852268,5
11,3852287,33027
11,3852294,296
11,3852305,1
11,3852313,12440
11,3852322,431486
11,3852341,3522
11,3852342,1037
11,3852350,2479
11,3852352,3523
11,3852364,719
11,3852366,351
11,3852370,24093
11,3852388,982
11,3852389,1035
11,3852416,30366
11,3852417,6870
11,3852423,211
11,3852424,101
11,3852425,1951
11,3852426,1945
11,3852429,14
11,3852430,36
11,3852431,483
11,3852434,40417
11,3852437,206952
11,3852447,72740
11,3852448,9111935
11,3852449,1513650
11,3852451,11398
11,3852452,3050
11,3852458,3178
11,3852460,33
11,3852461,348
11,3852462,652
11,3852463,351
11,3852468,422
11,3852469,318
11,3852470,4503
11,3852471,4473
11,3852472,4510
11,3852473,4515
11,3852475,1757
11,3852482,74
11,3852489,3286
11,3852490,8127
11,3852504,735850
11,3852505,410233
11,3852507,39099
11,3852508,509
11,3852509,667
11,3852514,3144716
11,3852517,6
11,3852518,259506
11,3852520,8885
11,3852526,1
11,3852530,7
11,3852531,1
11,3852539,53821
11,3852541,1
11,3852543,24
11,3852548,3996
11,3852550,6810
11,3852551,8
11,3852552,39
11,3852559,47
11,3852573,659
11,3852578,12970
11,3852582,71612
11,3852587,169245
11,3852590,12514
11,3852594,26
11,3852604,6879
11,3852606,60
11,3852614,129174
11,3852615,18260
11,3852616,205564
11,3852617,8400
11,3852618,6692
11,3852619,2900
11,3852621,654
11,3852622,1859
11,3852623,368
11,3852624,773
11,3852625,1234
11,3852627,6702
11,3852629,2281
11,3852634,1134
11,3852642,600
11,3852655,9887
11,3852657,38980
11,3852658,19282
11,3852663,4293953
11,3852665,35061
11,3852666,110085
11,3852667,94236
11,3852668,56267
11,3852669,41978
11,3852671,48140
11,3852672,36710
11,3852673,22582
11,3852674,19360
11,3852675,4321
11,3852676,15552
11,3852680,1785518
11,3852694,14718
11,3852695,2941
11,3852708,40089
11,3852709,14
11,3852718,23
11,3852721,1351
11,3852724,30
11,3852725,286
11,3852742,13069
11,3852743,469
11,3852754,1101
11,3852757,2
11,3852759,55
11,3852760,129
11,3852761,10
11,3852767,3429
11,3852768,80
11,3852787,2203
11,3852798,76
11,3852799,131
11,3852804,5539056
11,3852805,5735547
11,3852806,252106
11,3852807,38516
11,3852808,44844
11,3852809,767
11,3852818,6170
11,3852841,200
11,3852842,5880087
11,3852844,13727
11,3852848,514357
11,3852849,65419
11,3852850,2328
11,3852862,9251
11,3852863,62
11,3852867,21
11,3852868,22
11,3852869,42
11,3852870,42
11,3852871,23
11,3852872,18
11,3852873,29
11,3852874,36
11,3852879,12480
11,3852880,12362
11,3852881,12333
11,3852882,12459
11,3852885,48071
11,3852888,21
11,3852941,3388
11,3852949,11025695
11,3852951,220495
11,3852958,16099
11,3852959,546
11,3852965,161
11,3852966,6921
11,3852968,13876
11,3852971,1859
11,3852974,276
11,3852977,735904
11,3852979,3820
11,3852980,82292
11,3852981,29011
11,3852982,138
11,3852983,1
11,3852994,3012
11,3852995,1442
11,3852996,49217
11,3853001,1181158
11,3853014,21578
11,3853023,516
11,3853027,78
11,3853036,1354889
11,3853072,370
11,3853073,57575
11,3853075,130
11,3853077,4257
11,3853079,1609858
11,3853080,116
11,3853082,157
11,3853096,4825
11,3853097,3510
11,3853103,95
11,3853104,75
11,3853105,62
11,3853106,27
11,3853107,29
11,3853108,27
11,3853109,28
11,3853110,25
11,3853111,23
11,3853112,26
11,3853117,2821
11,3853118,2
11,3853119,21455
11,3853120,49
11,3853121,41
11,3853122,1938
11,3853124,15
11,3853125,15
11,3853127,3
11,3853128,43
11,3853130,16
11,3853131,1
11,3853133,179
11,3853134,9779
11,3853135,12
11,3853136,50
11,3853137,680
11,3853138,1
11,3853139,15
11,3853141,982
11,3853142,207
11,3853143,5
11,3853145,8
11,3853146,32
11,3853147,12
11,3853148,12
11,3853149,304
11,3853150,617
11,3853151,255
11,3853152,1027
11,3853154,4
11,3853156,3
11,3853159,26
11,3853160,738
11,3853166,20933
11,3853167,129084
11,3853172,102224
11,3853174,1586
11,3853175,386
11,3853176,5567
11,3853177,309
11,3853178,74705
11,3853181,3609
11,3853183,6699
11,3853186,20224
11,3853187,624
11,3853188,17428
11,3853189,18
11,3853190,218
11,3853191,798
11,3853192,19169
11,3853193,736
11,3853194,1461
11,3853195,26214
11,3853197,3099
11,3853198,3235
11,3853199,19999
11,3853202,358
11,3853205,167
11,3853207,1542
11,3853212,101614
11,3853213,952
11,3853214,530
11,3853220,2
11,3853222,9
11,3853224,20
11,3853228,213
11,3853231,2640
11,3853232,66
11,3853242,75942
11,3853243,12608
11,3853244,1242
11,3853245,4282
11,3853246,28881
11,3853247,67284
11,3853248,596
11,3853249,2102521
11,3853253,18622
11,3853254,481515
11,3853255,759
11,3853256,348853
11,3853259,2116
11,3853260,12459
11,3853262,31973
11,3853263,14349
11,3853264,37651
11,3853265,5606
11,3853267,9717
11,3853269,94012
11,3853270,2602
11,3853271,10331
11,3853272,5161
11,3853273,74
11,3853274,50065
11,3853275,1272
11,3853276,491
11,3853277,1417
11,3853279,6578
11,3853282,9
11,3853285,5735
11,3853290,3
11,3853312,5728
11,3853313,272895
11,3853316,1957
11,3853323,7915
11,3853328,10368
11,3853330,429005
11,3853331,5031
11,3853332,2301
11,3853333,12766
11,3853334,3750
11,3853335,213
11,3853345,10225
11,3853375,2882846
11,3853376,43
11,3853377,618
11,3853378,3351
11,3853386,131329
11,3853389,442859
11,3853403,10598
11,3853404,16600
11,3853405,127
11,3853414,21282
11,3853417,8817
11,3853418,33247
11,3853419,76466
11,3853420,29931
11,3853421,13421
11,3853429,7
11,3853443,4391
11,3853444,21524
11,3853445,7570
11,3853448,278
11,3853449,244
11,3853450,172
11,3853453,11183
11,3853455,886
11,3853458,230
11,3853459,1989
11,3853486,396
11,3853487,10
11,3853496,419
11,3853497,285760
11,3853502,11120
11,3853504,844783
11,3853505,170817
11,3853510,5
11,3853516,470198
11,3853518,14
11,3853525,24601
11,3853526,11
11,3853530,4
11,3853531,7782
11,3853532,7228
11,3853533,2382
11,3853534,9634
11,3853536,6851
11,3853537,7128
11,3853538,7974
11,3853540,2445
11,3853541,6119
11,3853542,1878
11,3853543,754
11,3853544,567
11,3853545,659
11,3853547,226
11,3853548,347
11,3853550,1
11,3853552,563
11,3853554,1082996
11,3853555,354733
11,3853556,1281919
11,3853557,9292
11,3853565,199440
11,3853569,646
11,3853571,62151
11,3853572,3
11,3853574,2433945
11,3853575,68643
11,3853576,43238
11,3853577,2
11,3853580,1
11,3853589,693119
11,3853596,194798
11,3853597,78891
11,3853620,1
11,3853622,58
11,3853626,17304
11,3853627,7831
11,3853628,11458
11,3853629,6356
11,3853630,4693
11,3853631,5251
11,3853632,6975
11,3853633,5131
11,3853634,1172
11,3853635,3099
11,3853636,4895
11,3853637,19615
11,3853638,4127
11,3853639,1001
11,3853653,170798
11,3853654,318912
11,3853655,19902
11,3853656,325
11,3853657,2203
11,3853659,624
11,3853660,3202
11,3853661,38
11,3853663,15790
11,3853664,3911
11,3853665,10320
11,3853668,25643
11,3853671,48
11,3853672,458
11,3853674,796
11,3853675,2758
11,3853677,10139
11,3853679,1
11,3853680,601
11,3853681,868
11,3853682,3557
11,3853683,44464
11,3853684,47101
11,3853685,609
11,3853689,98
11,3853708,61
11,3853711,797
11,3853713,52
11,3853714,121
11,3853715,307
11,3853716,8788
11,3853717,49
11,3853734,27
11,3853740,638510
11,3853741,738489
11,3853747,76576
11,3853748,227
11,3853749,142295
11,3853752,636826
11,3853777,164897
11,3853778,542
11,3853779,662
11,3853794,5275
